root_a,english_a,root_b,english_b,distance,placed
bred,braid,pred,rinse,1,one hand placed
bred,braid,brid,acquire,1,one hand placed
bren,brain,breq,jug,1,one hand placed
bren,brain,dren,puck,1,one hand placed
bren,brain,pren,retain,1,one hand placed
bren,brain,brin,scorpion,1,one hand placed
cubz,brake,xubz,abandon,1,neither hand placed
cubz,brake,fubz,porch,1,neither hand placed
cubz,brake,subz,similar,1,neither hand placed
cubz,brake,cudz,voyage,1,neither hand placed
snat,bran,snet,anesthetic,1,neither hand placed
snat,bran,snot,exceed,1,neither hand placed
lum,branch,lun,moon,1,both hand placed
lum,branch,luq,question,1,both hand placed
lum,branch,rum,realm,1,both hand placed
seft,brand,zeft,cattle,1,neither hand placed
seft,brand,sift,jet,1,neither hand placed
brev,brave,prev,compatible,1,one hand placed
brev,brave,drev,nipple,1,one hand placed
brev,brave,briv,flap,1,one hand placed
tand,bravo,tend,dragon,1,neither hand placed
tand,bravo,tond,cheer,1,neither hand placed
dalf,bread,talf,interrupt,1,neither hand placed
dalf,bread,dalv,midnight,1,neither hand placed
dalf,bread,darf,traffic,1,neither hand placed
dalf,bread,dolf,joint,1,neither hand placed
ged,break,ked,already,1,neither hand placed
geg,break,keg,front,1,one hand placed
geg,break,gek,war,1,neither hand placed
geg,break,gig,set,1,neither hand placed
geq,break,keq,happy,1,neither hand placed
xamp,breast,xemp,ladder,1,neither hand placed
xamp,breast,xomp,raid,1,neither hand placed
nets,breathe,nits,level,1,neither hand placed
cesk,breed,xesk,associate,1,neither hand placed
cesk,breed,fesk,cooperate,1,neither hand placed
cesk,breed,sesk,remote,1,neither hand placed
cesk,breed,cisk,involve,1,neither hand placed
cund,bribe,sund,combat,1,neither hand placed
cund,bribe,cunt,encourage,1,neither hand placed
cund,bribe,xund,genuine,1,neither hand placed
cund,bribe,fund,kidney,1,neither hand placed
balp,bride,barp,central,1,neither hand placed
balp,bride,balt,odd,1,neither hand placed
balp,bride,bolp,steady,1,neither hand placed
nalb,bridge,nald,blind,1,neither hand placed
nalb,bridge,nalp,practice,1,neither hand placed
nalb,bridge,nolb,fill,1,neither hand placed
brif,brief,drif,cabbage,1,one hand placed
brif,brief,briv,flap,1,one hand placed
din,bright,tin,between,1,one hand placed
galz,brilliant,golz,sudden,1,neither hand placed
skef,brim,skev,attribute,1,neither hand placed
skef,brim,skif,barley,1,neither hand placed
briq,bring,driq,sled,1,one hand placed
briq,bring,priq,violate,1,one hand placed
snim,brittle,snin,crumble,1,neither hand placed
snim,brittle,sniq,explicit,1,neither hand placed
horb,broad,hord,ahead,1,one hand placed
mift,broken,nift,decide,1,neither hand placed
spob,brood,stob,acoustic,1,neither hand placed
spob,brood,spod,bland,1,neither hand placed
spob,brood,spub,insure,1,neither hand placed
skex,broth,skix,equilibrium,1,neither hand placed
cov,brown,fov,perhaps,1,one hand placed
fruq,browse,vruq,fowl,1,neither hand placed
djif,bruise,djiv,reel,1,neither hand placed
ralf,buckle,rarf,mechanic,1,neither hand placed
ralf,buckle,ralv,stash,1,neither hand placed
ralf,buckle,rolf,ensure,1,neither hand placed
gond,bud,gont,base,1,neither hand placed
gond,bud,kond,stake,1,neither hand placed
gond,bud,gund,social,1,neither hand placed
blax,buff,brax,sparrow,1,neither hand placed
blax,buff,blex,agitated,1,neither hand placed
blax,buff,blox,knob,1,neither hand placed
klon,buffer,kron,flake,1,neither hand placed
klon,buffer,kloq,texture,1,neither hand placed
klon,buffer,klun,community,1,one hand placed
pamp,bug,tamp,temperature,1,one hand placed
pamp,bug,pemp,victory,1,neither hand placed
pamp,bug,pomp,nation,1,neither hand placed
guf,build,kuf,clue,1,one hand placed
guf,build,guv,end,1,one hand placed
stox,bulge,stux,vary,1,neither hand placed
txuC,bulk,txuz,choose,1,one hand placed
txuC,bulk,txuv,pastry,1,neither hand placed
txuC,bulk,txuj,spouse,1,neither hand placed
txuC,bulk,txuc,wrinkle,1,neither hand placed
dund,bull,dunt,clever,1,neither hand placed
dund,bull,tund,therapy,1,neither hand placed
gesp,bullet,kesp,electric,1,neither hand placed
gesp,bullet,gest,guest,1,one hand placed
gesp,bullet,gisp,draw,1,neither hand placed
Cidz,bully,zidz,adventure,1,neither hand placed
Cidz,bully,vidz,empire,1,neither hand placed
Cidz,bully,cidz,gasoline,1,neither hand placed
Cidz,bully,jidz,tuck,1,neither hand placed
bamp,bump,pamp,bug,1,one hand placed
bamp,bump,damp,schedule,1,one hand placed
bamp,bump,bemp,likely,1,one hand placed
bamp,bump,bomp,dust,1,one hand placed
driC,bun,drij,cactus,1,neither hand placed
driC,bun,driv,fate,1,one hand placed
driC,bun,dric,isolate,1,neither hand placed
driC,bun,driz,stale,1,neither hand placed
motx,bunch,notx,tie,1,neither hand placed
grim,bundle,griq,pea,1,neither hand placed
grim,bundle,grin,snatch,1,neither hand placed
fobz,burden,fodz,bounce,1,neither hand placed
fobz,burden,vobz,plot,1,neither hand placed
fobz,burden,fubz,porch,1,neither hand placed
molc,burn,molf,dare,1,neither hand placed
molc,burn,mols,lock,1,neither hand placed
flif,burrow,fliv,deity,1,neither hand placed
bust,burst,dust,pilot,1,one hand placed
parf,bury,tarf,plastic,1,neither hand placed
parf,bury,parv,threat,1,neither hand placed
parf,bury,porf,puff,1,one hand placed
send,bush,zend,replace,1,neither hand placed
send,bush,sind,coward,1,neither hand placed
dold,bust,dolt,doubt,1,one hand placed
ket,but,kit,kid,1,one hand placed
xodj,butcher,xudj,improve,1,neither hand placed
pond,butter,tond,cheer,1,neither hand placed
pond,butter,pund,spy,1,neither hand placed
dond,button,tond,cheer,1,neither hand placed
dond,button,dont,original,1,neither hand placed
dond,button,dund,bull,1,neither hand placed
bruz,buzz,pruz,flop,1,one hand placed
bruz,buzz,druz,imply,1,one hand placed
baC,by,baz,export,1,one hand placed
baC,by,bav,queue,1,one hand placed
veb,byte,vep,though,1,one hand placed
veb,byte,vib,behind,1,one hand placed
drif,cabbage,driv,fate,1,one hand placed
pigz,cable,tigz,salt,1,neither hand placed
froq,cache,vroq,revoke,1,neither hand placed
froq,cache,fruq,browse,1,neither hand placed
drij,cactus,drix,direction,1,one hand placed
drij,cactus,trij,treasure,1,one hand placed
porg,cage,torg,ignore,1,neither hand placed
porg,cage,pork,per,1,one hand placed
kraz,calcium,krez,distinguish,1,neither hand placed
kraz,calcium,kroz,dictate,1,neither hand placed
txev,calculate,txiv,tile,1,neither hand placed
skig,calculus,skik,nectar,1,neither hand placed
Cemp,calendar,jemp,accurate,1,neither hand placed
Cemp,calendar,vemp,insult,1,neither hand placed
Cemp,calendar,cemp,naive,1,neither hand placed
Cemp,calendar,zemp,poetry,1,neither hand placed
Cemp,calendar,Cimp,panel,1,neither hand placed
kar,call,kor,both,1,one hand placed
kam,calm,kan,aggregate,1,both hand placed
kam,calm,kaq,object,1,both hand placed
kam,calm,kom,five,1,both hand placed
traz,camouflage,trez,lobe,1,neither hand placed
traz,camouflage,troz,spawn,1,neither hand placed
kamp,camp,kemp,exercise,1,one hand placed
kamp,camp,komp,liberty,1,one hand placed
budj,cancer,dudj,giant,1,neither hand placed
budj,cancer,pudj,sport,1,neither hand placed
xobz,candidate,xodz,curiosity,1,neither hand placed
xobz,candidate,xubz,abandon,1,neither hand placed
xusp,candle,xust,recover,1,neither hand placed
stez,candor,stiz,grate,1,neither hand placed
galv,candy,kalv,kelvin,1,one hand placed
galv,candy,garv,peg,1,neither hand placed
galv,candy,golv,toast,1,neither hand placed
staz,canon,stez,candor,1,neither hand placed
staz,canon,stoz,pavilion,1,neither hand placed
woqk,canvas,wuqk,yum,1,neither hand placed
talb,cap,tarb,contest,1,neither hand placed
xups,capacity,xuts,stream,1,neither hand placed
vind,capital,vint,toe,1,neither hand placed
femp,capture,vemp,insult,1,neither hand placed
femp,capture,fimp,lame,1,neither hand placed
tib,car,tid,mind,1,neither hand placed
tib,car,tip,step,1,one hand placed
smev,carcass,snev,dangle,1,neither hand placed
smev,carcass,smiv,thaw,1,neither hand placed
lez,card,rez,smart,1,neither hand placed
lez,card,liz,dress,1,neither hand placed
wolz,cardinal,worz,pry,1,neither hand placed
vreq,carp,vriq,prism,1,neither hand placed
maft,carry,naft,weapon,1,neither hand placed
maft,carry,meft,neither,1,neither hand placed
maft,carry,moft,guard,1,neither hand placed
xets,cart,xits,chaos,1,neither hand placed
vrac,cartilage,vraf,acorn,1,neither hand placed
vrac,cartilage,vrax,ambiguous,1,neither hand placed
djon,carve,djoq,defy,1,neither hand placed
djon,carve,djun,arson,1,neither hand placed
fram,cascade,fran,converge,1,neither hand placed
fram,cascade,fraq,hertz,1,neither hand placed
fram,cascade,vram,insight,1,one hand placed
fram,cascade,frem,blog,1,neither hand placed
fram,cascade,from,obsess,1,neither hand placed
pibz,castle,tibz,detail,1,neither hand placed
pibz,castle,pidz,fox,1,neither hand placed
jusp,casual,xusp,candle,1,neither hand placed
klat,cat,klet,inquire,1,one hand placed
drit,catalog,trit,puncture,1,neither hand placed
vuc,catch,vus,flex,1,both hand placed
vuc,catch,vuf,sick,1,one hand placed
wolc,category,wolf,wolf,1,one hand placed
zeft,cattle,zift,operate,1,neither hand placed
redj,caution,ridj,tribute,1,neither hand placed
glug,cautious,grug,scalp,1,neither hand placed
kliv,cave,kriv,spiral,1,one hand placed
djub,cavity,djup,herring,1,neither hand placed
skoq,cease,skuq,tesla,1,one hand placed
xorf,ceiling,xorv,wig,1,neither hand placed
badz,celebrate,bedz,distance,1,neither hand placed
badz,celebrate,bodz,courage,1,neither hand placed
mudz,cell,nudz,program,1,neither hand placed
lolb,cement,lold,crucial,1,neither hand placed
nav,center,nev,off,1,both hand placed
barp,central,bart,pen,1,neither hand placed
barp,central,parp,perpendicular,1,one hand placed
barp,central,borp,burp,1,one hand placed
parg,century,targ,defend,1,neither hand placed
parg,century,porg,cage,1,neither hand placed
ceks,cereal,seks,recommend,1,neither hand placed
ceks,cereal,feks,rug,1,neither hand placed
ceks,cereal,xeks,ultimate,1,neither hand placed
ceks,cereal,ciks,riot,1,neither hand placed
sart,certain,zart,lizard,1,both hand placed
xeft,certificate,xift,shift,1,one hand placed
lip,chain,lit,light,1,both hand placed
lip,chain,rip,rich,1,both hand placed
neqk,chair,niqk,hall,1,neither hand placed
glif,chalk,gliv,bowel,1,neither hand placed
glif,chalk,grif,dye,1,neither hand placed
glif,chalk,klif,gill,1,neither hand placed
pubz,challenge,pudz,fever,1,neither hand placed
pubz,challenge,tubz,shy,1,neither hand placed
pabz,champion,tabz,virgin,1,neither hand placed
pabz,champion,pebz,remove,1,neither hand placed
pabz,champion,pobz,bow,1,neither hand placed
bark,channel,bork,popular,1,neither hand placed
plik,chant,prik,opaque,1,one hand placed
spam,chaotic,spaq,audit,1,neither hand placed
spam,chaotic,stam,ignite,1,neither hand placed
spam,chaotic,span,spine,1,one hand placed
spam,chaotic,spem,scorn,1,neither hand placed
spam,chaotic,spom,artifact,1,neither hand placed
valt,chapter,vart,clay,1,neither hand placed
valt,chapter,volt,volt,1,one hand placed
smut,char,snut,govern,1,neither hand placed
gesk,character,kesk,demand,1,neither hand placed
gesk,character,gisk,health,1,neither hand placed
ruf,charge,ruv,local,1,one hand placed
xind,chart,xint,investigate,1,neither hand placed
txes,chase,txez,commotion,1,one hand placed
galb,cheap,kalb,fairy,1,neither hand placed
galb,cheap,garb,mail,1,neither hand placed
galb,cheap,gald,market,1,neither hand placed
galb,cheap,galp,unit,1,neither hand placed
galb,cheap,golb,regular,1,neither hand placed
kend,cheat,kent,kit,1,neither hand placed
kend,cheat,kind,smooth,1,neither hand placed
txak,check,txek,vine,1,one hand placed
txak,check,txok,cucumber,1,one hand placed
Ciks,cheek,viks,pole,1,neither hand placed
Ciks,cheek,ciks,riot,1,neither hand placed
Ciks,cheek,jiks,welfare,1,neither hand placed
tond,cheer,tund,therapy,1,neither hand placed
gedj,cheese,kedj,accept,1,one hand placed
gedj,cheese,gidj,speed,1,neither hand placed
gitx,chest,kitx,iron,1,neither hand placed
bips,chick,pips,delicious,1,neither hand placed
bips,chick,dips,license,1,neither hand placed
bips,chick,bits,talent,1,neither hand placed
wob,chief,wub,drunk,1,neither hand placed
gag,child,kag,alone,1,one hand placed
gag,child,gak,future,1,one hand placed
gag,child,geg,break,1,one hand placed
gag,child,gog,present,1,one hand placed
xam,chime,xan,kiss,1,one hand placed
xam,chime,xom,now,1,both hand placed
txap,chip,txat,appoint,1,one hand placed
txap,chip,txep,phew,1,one hand placed
txap,chip,txop,span,1,one hand placed
skam,chisel,skan,interval,1,neither hand placed
skam,chisel,skaq,petal,1,neither hand placed
skam,chisel,skem,expire,1,neither hand placed
skam,chisel,skom,flutter,1,neither hand placed
vraq,chlorine,vreq,carp,1,neither hand placed
vraq,chlorine,vroq,revoke,1,neither hand placed
dadj,chocolate,tadj,scratch,1,neither hand placed
dadj,chocolate,dedj,appendage,1,one hand placed
dadj,chocolate,dodj,below,1,neither hand placed
yups,choir,yuts,corrupt,1,neither hand placed
cift,choke,sift,jet,1,neither hand placed
cift,choke,fift,privilege,1,neither hand placed
cift,choke,xift,shift,1,one hand placed
trox,chord,trux,crumb,1,neither hand placed
colv,chorus,folv,absurd,1,neither hand placed
colv,chorus,corv,cloth,1,neither hand placed
colv,chorus,xolv,fortunate,1,neither hand placed
colv,chorus,solv,pound,1,neither hand placed
rund,chronic,runt,reckless,1,neither hand placed
worp,chunk,wort,relation,1,neither hand placed
glik,chute,klik,omen,1,neither hand placed
bimp,cigarette,dimp,rat,1,neither hand placed
bimp,cigarette,pimp,sweat,1,neither hand placed
salk,circle,sark,discern,1,both hand placed
Cutx,circuit,zutx,expression,1,neither hand placed
Cutx,circuit,jutx,melt,1,neither hand placed
Cutx,circuit,cutx,tooth,1,one hand placed
skid,circulate,skit,sweet,1,one hand placed
flon,circumvent,floq,citrus,1,neither hand placed
flon,circumvent,fron,vapor,1,neither hand placed
flon,circumvent,flun,few,1,one hand placed
zent,citizen,zint,moral,1,neither hand placed
floq,citrus,froq,cache,1,neither hand placed
floq,citrus,fluq,elicit,1,neither hand placed
klem,claim,klen,momentum,1,one hand placed
klem,claim,kleq,resemble,1,one hand placed
klem,claim,klim,icon,1,one hand placed
Corv,clamp,zorv,activity,1,neither hand placed
Corv,clamp,corv,cloth,1,neither hand placed
Corv,clamp,jorv,racket,1,neither hand placed
Corv,clamp,vorv,shrink,1,neither hand placed
wolt,clan,wort,relation,1,neither hand placed
skoz,clang,skuz,excuse,1,one hand placed
left,clap,reft,fragile,1,neither hand placed
left,clap,lift,reply,1,neither hand placed
snep,clash,snet,anesthetic,1,neither hand placed
snep,clash,snip,expel,1,neither hand placed
gev,class,kev,since,1,neither hand placed
vrod,clatter,vrot,compute,1,neither hand placed
vrod,clatter,vrud,cob,1,neither hand placed
dran,clause,draq,mush,1,neither hand placed
dran,clause,tran,strand,1,neither hand placed
dran,clause,dren,puck,1,neither hand placed
klan,claw,klaq,instruct,1,one hand placed
klan,claw,kran,snail,1,one hand placed
klan,claw,klen,momentum,1,one hand placed
klan,claw,klon,buffer,1,one hand placed
vart,clay,vort,alike,1,neither hand placed
klin,clean,krin,groin,1,one hand placed
smoz,cleanse,snoz,approximate,1,neither hand placed
smoz,cleanse,smuz,crescent,1,neither hand placed
vob,clear,vop,bet,1,neither hand placed
vob,clear,vod,void,1,one hand placed
dunt,clever,tunt,museum,1,neither hand placed
klek,click,krek,cake,1,both hand placed
klek,click,klik,omen,1,one hand placed
must,client,nust,embed,1,one hand placed
pidj,cliff,tidj,pipe,1,neither hand placed
glek,climate,klek,click,1,one hand placed
glek,climate,glik,chute,1,neither hand placed
kim,climb,kin,once,1,one hand placed
blan,cling,blaq,extinct,1,neither hand placed
blan,cling,plan,plan,1,one hand placed
blan,cling,bran,predator,1,neither hand placed
blan,cling,blen,colon,1,neither hand placed
blan,cling,blon,whiff,1,neither hand placed
yagz,clip,yegz,shaving,1,neither hand placed
yagz,clip,yogz,bark,1,neither hand placed
spuq,clitoris,stuq,font,1,neither hand placed
klak,clock,krak,crack,1,both hand placed
klak,clock,klek,click,1,both hand placed
klak,clock,klok,quick,1,both hand placed
kep,clone,ket,but,1,both hand placed
kep,clone,kip,tune,1,both hand placed
kloz,close,kroz,dictate,1,one hand placed
kloz,close,kluz,whine,1,one hand placed
djog,closure,djok,joke,1,one hand placed
djog,closure,djug,decline,1,neither hand placed
corv,cloth,forv,retire,1,neither hand placed
corv,cloth,sorv,tag,1,neither hand placed
corv,cloth,xorv,wig,1,neither hand placed
klad,cloud,krad,abyss,1,one hand placed
klad,cloud,klat,cat,1,both hand placed
klad,cloud,kled,silicon,1,one hand placed
klad,cloud,klod,ore,1,one hand placed
kuf,clue,kuv,divide,1,both hand placed
flep,clump,flet,fight,1,one hand placed
flep,clump,frep,inflammation,1,neither hand placed
flep,clump,flip,flip,1,one hand placed
yold,clumsy,yord,dismiss,1,neither hand placed
snan,cluster,snaq,crimson,1,neither hand placed
snan,cluster,snen,hormone,1,neither hand placed
snan,cluster,snon,lewd,1,neither hand placed
blaj,clutch,blax,buff,1,neither hand placed
blaj,clutch,bloj,wed,1,neither hand placed
snic,coarse,snix,crease,1,neither hand placed
snic,coarse,snif,sniff,1,one hand placed
dusp,coast,dust,pilot,1,neither hand placed
nusp,coat,nust,embed,1,one hand placed
vrud,cob,vrut,primate,1,neither hand placed
plam,cod,plaq,habitat,1,neither hand placed
