english,was,now,shape,source,state
resent,yesp,yesp,CVCC,fill,kept
reserve,Cips,Cips,CVCC,fill,kept
residue,drod,drod,CCVC,fill,kept
resist,zist,zist,CVCC,hand,fixed
resonate,raz,raz,CVC,hand,fixed
resource,klud,klud,CCVC,fill,kept
respect,spek,spek,CCVC,hand,fixed
respond,sedz,sedz,CVCC,fill,kept
response,paq,paq,CVC,hand,fixed
rest,zax,zax,CVC,short,fixed
restaurant,narg,narg,CVCC,fill,kept
restore,rorf,rorf,CVCC,fill,kept
restraint,bliq,bliq,CCVC,fill,kept
restrict,fleb,fleb,CCVC,fill,kept
result,xen,xen,CVC,hand,fixed
resume,yadj,yadj,CVCC,fill,kept
retain,pren,pren,CCVC,fill,kept
retaliate,snok,snok,CCVC,fill,kept
retard,wuks,wuks,CVCC,fill,kept
retire,forv,forv,CVCC,fill,kept
retrieve,worf,worf,CVCC,fill,kept
return,xuv,xuv,CVC,hand,fixed
reveal,vex,vex,CVC,hand,fixed
revenge,teft,teft,CVCC,fill,kept
revere,spag,spag,CCVC,fill,kept
review,hoqk,hoqk,CVCC,fill,kept
revise,skab,skab,CCVC,fill,kept
revive,trax,trax,CCVC,fill,kept
revoke,vroq,vroq,CCVC,fill,kept
revolve,vruz,vruz,CCVC,fill,kept
reward,kips,kips,CVCC,fill,kept
rhythm,raC,raC,CVC,hand,fixed
rib,yitx,yitx,CVCC,fill,kept
rice,harv,harv,CVCC,fill,kept
rich,rip,rip,CVC,hand,fixed
rid,momp,momp,CVCC,fill,kept
riddle,lugz,lugz,CVCC,fill,kept
ride,rab,rab,CVC,hand,fixed
ridge,Cedz,Cedz,CVCC,fill,kept
ridicule,txoc,txoc,CCVC,fill,kept
rifle,hudz,hudz,CVCC,fill,kept
rift,spox,spox,CCVC,fill,kept
rig,xalt,xalt,CVCC,fill,kept
right,pob,pob,CVC,hand,fixed
rigid,tram,tram,CCVC,fill,kept
rim,bloc,bloc,CCVC,fill,kept
ring,rop,rop,CVC,short,fixed
rinse,pred,pred,CCVC,fill,kept
riot,ciks,ciks,CVCC,fill,kept
rip,pump,pump,CVCC,fill,kept
ripe,woft,woft,CVCC,fill,kept
ripple,smat,smat,CCVC,fill,kept
rise,riz,riz,CVC,hand,fixed
risk,risk,risk,CVCC,hand,fixed
rite,smob,smob,CCVC,fill,kept
ritual,xadj,xadj,CVCC,fill,kept
rival,grag,grag,CCVC,fill,kept
river,narv,narv,CVCC,hand,fixed
road,yeb,yeb,CVC,short,kept
roam,glox,glox,CCVC,fill,kept
roar,wudz,wudz,CVCC,fill,kept
roast,forb,forb,CVCC,fill,kept
rob,borg,borg,CVCC,fill,kept
robot,vats,vats,CVCC,fill,kept
robust,vrov,vrov,CCVC,fill,kept
rock,rak,rak,CVC,hand,fixed
rocket,valp,valp,CVCC,fill,kept
rod,fits,fits,CVCC,fill,kept
rodent,truv,truv,CCVC,fill,kept
role,kigz,kigz,CVCC,fill,kept
roll,mald,mald,CVCC,fill,kept
romance,hemp,hemp,CVCC,fill,kept
room,tif,tif,CVC,short,kept
roost,skag,skag,CCVC,fill,kept
root,febz,febz,CVCC,fill,kept
rope,bolk,bolk,CVCC,fill,kept
rose,roz,roz,CVC,hand,fixed
rot,jamp,jamp,CVCC,fill,kept
rotate,txub,txub,CCVC,fill,kept
rough,gabz,gabz,CVCC,fill,kept
round,maps,maps,CVCC,fill,kept
route,peqk,peqk,CVCC,fill,kept
routine,pusp,pusp,CVCC,fill,kept
row,grum,grum,CCVC,hand,fixed
rowdy,stix,stix,CCVC,fill,kept
royal,bord,bord,CVCC,fill,kept
rub,gruv,gruv,CCVC,hand,fixed
rude,buks,buks,CVCC,fill,kept
rug,feks,feks,CVCC,fill,kept
ruin,darv,darv,CVCC,fill,kept
rule,nesk,nesk,CVCC,fill,fixed
rumble,drun,drun,CCVC,fill,kept
rumor,fetx,fetx,CVCC,fill,kept
run,rin,rin,CVC,hand,fixed
rupture,snaj,snaj,CCVC,fill,kept
rush,dift,dift,CVCC,fill,kept
rust,blom,blom,CCVC,fill,kept
sac,snaz,snaz,CCVC,fill,kept
sacred,sebz,sebz,CVCC,fill,kept
sacrifice,kiks,kiks,CVCC,fill,kept
sad,stud,stud,CCVC,hand,fixed
saddle,jend,jend,CVCC,fill,kept
safe,stef,stef,CCVC,hand,fixed
sag,vrig,vrig,CCVC,fill,kept
sail,fras,fras,CCVC,hand,fixed
salad,kadj,kadj,CVCC,fill,kept
saliva,brix,brix,CCVC,fill,kept
salt,tigz,tigz,CVCC,fill,fixed
same,nob,nob,CVC,short,fixed
sample,hund,hund,CVCC,fill,kept
sanctuary,wegz,wegz,CVCC,fill,kept
sand,sand,sand,CVCC,hand,fixed
sandwich,buft,buft,CVCC,fill,kept
sane,yoqk,yoqk,CVCC,fill,kept
sanitary,skat,skat,CCVC,fill,kept
sap,glom,glom,CCVC,fill,kept
sarcasm,drep,drep,CCVC,fill,kept
sarcastic,braf,braf,CCVC,fill,kept
satire,freq,freq,CCVC,fill,kept
satisfaction,Catx,Catx,CVCC,fill,kept
satisfy,yarz,yarz,CVCC,fill,kept
saturate,txor,txor,CCVC,hand,fixed
sauce,hist,hist,CVCC,fill,kept
sausage,jedj,jedj,CVCC,fill,kept
save,sev,sev,CVC,hand,fixed
saw,tax,tax,CVC,short,kept
say,nib,nib,CVC,short,kept
scale,skal,skal,CCVC,hand,fixed
scalp,grug,grug,CCVC,fill,kept
scan,xibz,xibz,CVCC,fill,kept
scandal,xugz,xugz,CVCC,fill,kept
scar,xoks,xoks,CVCC,fill,kept
scarce,kleg,kleg,CCVC,fill,kept
scare,skur,skur,CCVC,hand,fixed
scarf,larb,larb,CVCC,fill,kept
scatter,blup,blup,CCVC,fill,kept
scene,midz,midz,CVCC,fill,kept
scent,yind,yind,CVCC,fill,kept
schedule,damp,damp,CVCC,fill,kept
scheme,skum,skum,CCVC,hand,fixed
scholar,glin,glin,CCVC,fill,kept
school,skul,skul,CCVC,hand,fixed
science,gask,gask,CVCC,fill,kept
scold,snec,snec,CCVC,fill,kept
scoop,skup,skup,CCVC,hand,fixed
scope,kop,kop,CVC,hand,fixed
score,skor,skor,CCVC,hand,fixed
scorn,spem,spem,CCVC,fill,kept
scorpion,brin,brin,CCVC,fill,kept
scrap,wift,wift,CVCC,fill,kept
scrape,work,work,CVCC,fill,kept
scratch,tadj,tadj,CVCC,fill,kept
screech,carb,carb,CVCC,fill,kept
screen,boft,boft,CVCC,fill,fixed
screw,gadj,gadj,CVCC,fill,kept
script,tiqk,tiqk,CVCC,fill,kept
scroll,plez,plez,CCVC,fill,kept
scrub,carv,carv,CVCC,fill,kept
sculpture,djom,djom,CCVC,fill,kept
sea,malc,malc,CVCC,fill,kept
seal,hobz,hobz,CVCC,fill,kept
seam,frev,frev,CCVC,fill,kept
search,nesp,nesp,CVCC,fill,kept
season,dist,dist,CVCC,fill,kept
secret,kret,kret,CCVC,hand,fixed
sect,vrak,vrak,CCVC,fill,kept
sector,Ceks,Ceks,CVCC,fill,kept
secure,barf,barf,CVCC,fill,kept
seductive,vran,vran,CCVC,fill,kept
see,vis,vis,CVC,hand,fixed
seed,sid,sid,CVC,hand,fixed
seek,sik,sik,CVC,hand,fixed
seem,fop,fop,CVC,short,kept
segment,txof,txof,CCVC,fill,kept
seize,lidj,lidj,CVCC,fill,kept
select,glep,glep,CCVC,fill,fixed
self,dep,dep,CVC,short,fixed
sell,rok,rok,CVC,short,kept
semen,wusp,wusp,CVCC,fill,kept
seminar,wond,wond,CVCC,fill,kept
send,bak,bak,CVC,hand,fixed
sensation,ruft,ruft,CVCC,fill,kept
sense,zox,zox,CVC,hand,fixed
sensitive,buqk,buqk,CVCC,fill,kept
separate,nub,nub,CVC,hand,fixed
sequence,xorg,xorg,CVCC,fill,fixed
serene,snuq,snuq,CCVC,fill,kept
serial,volb,volb,CVCC,fill,kept
series,polv,polv,CVCC,fill,kept
serious,fev,fev,CVC,short,kept
serum,graf,graf,CCVC,fill,kept
serve,gamp,gamp,CVCC,fill,kept
service,weg,weg,CVC,short,kept
session,zedz,zedz,CVCC,fill,kept
set,gen,gen,CVC,short,kept
settle,vret,vret,CCVC,hand,fixed
seven,xab,xab,CVC,hand,fixed
several,geps,geps,CVCC,fill,kept
severe,xips,xips,CVCC,fill,kept
sew,yodz,yodz,CVCC,fill,kept
sewage,spib,spib,CCVC,fill,kept
sex,fed,fed,CVC,short,kept
sexual,gudz,gudz,CVCC,fill,kept
shack,yarg,yarg,CVCC,fill,kept
shade,yimp,yimp,CVCC,fill,kept
shadow,pets,pets,CVCC,fill,fixed
shaft,jand,jand,CVCC,fill,kept
shake,gemp,gemp,CVCC,fill,kept
shallow,dop,dop,CVC,short,kept
shame,gint,gint,CVCC,fill,kept
shape,deps,deps,CVCC,fill,kept
shard,vraz,vraz,CCVC,fill,kept
share,xal,xal,CVC,hand,fixed
shark,half,half,CVCC,fill,kept
sharp,bont,bont,CVCC,fill,kept
shatter,smuj,smuj,CCVC,fill,kept
shaving,yegz,yegz,CVCC,fill,kept
she,mom,mom,CVC,short,kept
sheath,flof,flof,CCVC,fill,kept
shed,vuts,vuts,CVCC,fill,kept
sheep,zigz,zigz,CVCC,fill,kept
sheet,vodj,marz,CVCC,fill,moved
shelf,Cabz,Cabz,CVCC,fill,kept
shell,txal,txal,CCVC,hand,fixed
shelter,vond,vond,CVCC,fill,kept
shh,mund,mund,CVCC,fill,kept
shield,xolc,xolc,CVCC,fill,kept
shift,xift,xift,CVCC,hand,fixed
shin,djop,djop,CCVC,fill,kept
shine,palb,palb,CVCC,fill,fixed
shiny,jegz,jegz,CVCC,fill,kept
ship,xup,xup,CVC,hand,fixed
shirt,nard,nard,CVCC,fill,kept
shit,txet,txet,CCVC,hand,fixed
shock,dard,dard,CVCC,fill,kept
shoe,debz,debz,CVCC,fill,kept
shoot,fig,fig,CVC,short,kept
shop,mubz,mubz,CVCC,fill,kept
shore,pups,pups,CVCC,fill,kept
short,let,let,CVC,short,kept
shoulder,bidz,xisp,CVCC,fill,moved
shout,xut,xut,CVC,hand,fixed
show,xol,xol,CVC,hand,fixed
shred,djux,djux,CCVC,fill,kept
shrimp,xarv,xarv,CVCC,fill,kept
shrine,djut,djut,CCVC,fill,kept
shrink,vorv,vorv,CVCC,fill,kept
shun,flaz,flaz,CCVC,fill,kept
shut,ses,ses,CVC,short,kept
shy,tubz,tubz,CVCC,fill,kept
sibling,tat,tat,CVC,hand,fixed
sick,vuf,vuf,CVC,short,kept
side,sard,sard,CVCC,hand,fixed
siege,pliq,pliq,CCVC,fill,kept
sign,saqk,saqk,CVCC,hand,fixed
signal,tet,tet,CVC,hand,fixed
signature,vadz,vadz,CVCC,fill,kept
silence,beks,beks,CVCC,fill,fixed
silent,borf,borf,CVCC,fill,kept
silicon,kled,kled,CCVC,fill,kept
silk,ford,ford,CVCC,fill,kept
silver,sav,sav,CVC,hand,fixed
similar,subz,subz,CVCC,fill,kept
simple,briz,briz,CCVC,hand,fixed
simulate,liq,liq,CVC,hand,fixed
simultaneous,fliz,fliz,CCVC,fill,kept
sin,von,von,CVC,hand,fixed
since,kev,kev,CVC,short,kept
sincere,cuft,cuft,CVCC,fill,kept
sing,rem,rem,CVC,short,kept
single,misk,misk,CVCC,fill,kept
singular,snob,snob,CCVC,fill,kept
sink,kabz,kabz,CVCC,fill,fixed
sip,rabz,rabz,CVCC,fill,kept
sister,vez,vez,CVC,short,kept
sit,kef,kef,CVC,short,kept
site,teqk,teqk,CVCC,fill,kept
situation,wik,wik,CVC,short,kept
six,vip,vip,CVC,hand,fixed
size,gux,gux,CVC,short,fixed
sizzle,frab,frab,CCVC,fill,kept
skeleton,radj,radj,CVCC,fill,kept
skeptical,smoq,smoq,CCVC,fill,kept
skill,jips,jips,CVCC,fill,kept
skin,skin,skin,CCVC,hand,fixed
skip,skap,skap,CCVC,hand,fixed
skirt,falc,falc,CVCC,fill,kept
skull,horf,horf,CVCC,fill,kept
sky,xum,xum,CVC,hand,fixed
slab,tron,tron,CCVC,fill,kept
slack,yips,yips,CVCC,fill,kept
slam,yebz,yebz,CVCC,fill,kept
slander,snoj,snoj,CCVC,fill,kept
slant,spet,spet,CCVC,fill,kept
slave,tudz,tudz,CVCC,fill,kept
sled,driq,driq,CCVC,fill,kept
sleep,slip,slip,CCVC,hand,fixed
sleeve,yald,yald,CVCC,fill,kept
slender,vrat,vrat,CCVC,fill,kept
slice,xogz,koqk,CVCC,fill,moved
slide,slad,slad,CCVC,hand,fixed
slight,slet,slet,CCVC,hand,fixed
slim,valb,valb,CVCC,fill,kept
slip,bift,bift,CVCC,fill,kept
slippery,wibz,wibz,CVCC,fill,kept
slit,gran,gran,CCVC,fill,kept
slogan,blaz,blaz,CCVC,fill,kept
slope,slop,slop,CCVC,hand,fixed
slot,yodj,yodj,CVCC,fill,kept
sloth,smox,smox,CCVC,fill,kept
slough,friv,friv,CCVC,fill,kept
slow,slom,slom,CCVC,hand,fixed
slug,slog,slog,CCVC,hand,fixed
sly,druf,druf,CCVC,fill,kept
small,smal,smal,CCVC,hand,fixed
smart,rez,rez,CVC,short,fixed
smash,smax,smax,CCVC,hand,fixed
smear,plof,plof,CCVC,fill,kept
smell,lug,hij,CVC,short,moved
smile,smul,smul,CCVC,hand,fixed
smoke,smok,smok,CCVC,hand,fixed
smooth,kind,kind,CVCC,fill,kept
smuggle,txob,txob,CCVC,fill,kept
smut,sniv,sniv,CCVC,fill,kept
snack,xegz,xegz,CVCC,fill,kept
snail,kran,kran,CCVC,fill,kept
snake,his,his,CVC,hand,fixed
snap,snap,snap,CCVC,hand,fixed
snare,vrev,vrev,CCVC,fill,kept
snatch,grin,grin,CCVC,fill,kept
sneak,snik,snik,CCVC,hand,fixed
sneeze,txun,txun,CCVC,hand,fixed
sniff,snif,snif,CCVC,hand,fixed
snob,plox,plox,CCVC,fill,kept
snoop,blav,blav,CCVC,fill,kept
snort,spen,spen,CCVC,fill,kept
snot,txix,txix,CCVC,fill,kept
snout,skod,skod,CCVC,fill,kept
snow,snom,snom,CCVC,hand,fixed
snug,smum,smum,CCVC,fill,kept
so,bol,bol,CVC,short,kept
soak,glog,glog,CCVC,fill,kept
soap,haqk,haqk,CVCC,fill,kept
sober,falk,falk,CVCC,fill,kept
social,gund,gund,CVCC,fill,kept
society,xark,xark,CVCC,hand,fixed
socket,smiz,smiz,CCVC,fill,kept
soda,puft,puft,CVCC,fill,kept
sodium,blov,blov,CCVC,fill,kept
soft,saft,saft,CVCC,hand,fixed
soil,rit,rit,CVC,hand,fixed
sole,yuft,yuft,CVCC,fill,kept
solemn,ploz,ploz,CCVC,fill,kept
solid,sold,sold,CVCC,hand,fixed
solo,xond,xond,CVCC,fill,kept
solution,hibz,hibz,CVCC,fill,fixed
solve,wiz,wiz,CVC,hand,fixed
some,nin,nin,CVC,short,kept
son,tav,tav,CVC,short,kept
soon,slun,slun,CCVC,hand,fixed
soot,spum,spum,CCVC,fill,kept
soothe,snaf,snaf,CCVC,fill,kept
sorcery,fref,fref,CCVC,fill,kept
sore,halb,halb,CVCC,fill,kept
sorrow,Coft,Coft,CVCC,fill,kept
sorry,peg,peg,CVC,short,kept
sort,yev,yev,CVC,hand,fixed
soul,sol,sol,CVC,hand,fixed
sound,sam,sam,CVC,hand,fixed
soup,beft,beft,CVCC,fill,kept
sour,yedz,yedz,CVCC,fill,kept
source,mab,mab,CVC,hand,fixed
south,lut,lut,CVC,hand,fixed
space,pas,pas,CVC,hand,fixed
spade,prov,prov,CCVC,fill,kept
span,txop,txop,CCVC,fill,fixed
spar,vrof,vrof,CCVC,fill,kept
spare,degz,degz,CVCC,fill,kept
spark,cadj,Camp,CVCC,fill,moved
sparkle,klab,klab,CCVC,fill,fixed
sparrow,brax,brax,CCVC,fill,kept
spasm,spav,spav,CCVC,fill,kept
spawn,troz,troz,CCVC,fill,kept
speak,vik,vik,CVC,short,kept
spear,lunt,lunt,CVCC,fill,kept
spec,cok,cok,CVC,hand,fixed
special,fez,fez,CVC,short,kept
species,sudj,sudj,CVCC,fill,kept
specific,kisk,kisk,CVCC,fill,fixed
speck,tren,tren,CCVC,fill,kept
spectrum,trom,trom,CCVC,hand,fixed
speed,gidj,gidj,CVCC,fill,kept
spell,gark,gark,CVCC,fill,kept
spend,rob,rob,CVC,short,kept
sperm,carg,carg,CVCC,fill,kept
sphere,bloq,bloq,CCVC,fill,kept
sphincter,spad,spad,CCVC,fill,kept
spice,spas,spas,CCVC,hand,fixed
spider,falp,falp,CVCC,fill,kept
spike,spak,spak,CCVC,hand,fixed
spill,xops,xops,CVCC,fill,kept
spin,spin,spin,CCVC,hand,fixed
spine,span,span,CCVC,hand,fixed
spiral,kriv,kriv,CCVC,fill,kept
spirit,jan,jan,CVC,hand,fixed
spit,spit,spit,CCVC,hand,fixed
spite,jabz,jabz,CVCC,fill,kept
splash,wodj,wodj,CVCC,fill,kept
spleen,bruv,bruv,CCVC,fill,kept
splendid,voqk,voqk,CVCC,fill,kept
splendor,spiq,spiq,CCVC,fill,kept
split,dit,dit,CVC,short,kept
spoil,vogz,vogz,CVCC,fill,kept
spoke,gets,gets,CVCC,fill,kept
sponge,Cugz,Cugz,CVCC,fill,kept
sponsor,yolp,yolp,CVCC,fill,kept
spontaneous,woks,woks,CVCC,fill,kept
spool,flam,flam,CCVC,fill,kept
spoon,jadj,jadj,CVCC,fill,kept
sport,pudj,pudj,CVCC,fill,kept
spot,mals,mals,CVCC,fill,kept
spouse,txuj,txuj,CCVC,fill,kept
spout,stib,stib,CCVC,fill,kept
spray,fudj,fudj,CVCC,fill,kept
spread,dend,dend,CVCC,fill,kept
spring,demp,demp,CVCC,fill,kept
sprout,sked,sked,CCVC,fill,kept
spur,smug,smug,CCVC,fill,kept
spy,pund,pund,CVCC,fill,kept
square,skar,skar,CCVC,hand,fixed
squash,skax,skax,CCVC,hand,fixed
squat,djec,djec,CCVC,fill,kept
squeak,priv,priv,CCVC,fill,kept
squeeze,harg,harg,CVCC,fill,kept
squirm,skuv,skuv,CCVC,fill,kept
squish,stiq,stiq,CCVC,fill,kept
stab,stab,stab,CCVC,hand,fixed
stability,krav,krav,CCVC,fill,kept
stabilize,smaj,smaj,CCVC,fill,kept
stable,tab,tab,CVC,hand,fixed
stack,dog,dog,CVC,short,kept
staff,ditx,ditx,CVCC,fill,kept
stage,nalv,nalv,CVCC,fill,kept
stain,sten,sten,CCVC,hand,fixed
stair,sned,sned,CCVC,fill,kept
stake,kond,kond,CVCC,fill,kept
stale,driz,driz,CCVC,fill,kept
stalk,klep,klep,CCVC,fill,kept
stall,stal,stal,CCVC,hand,fixed
stamina,smic,smic,CCVC,fill,kept
stamp,yidj,yidj,CVCC,fill,kept
stance,trim,trim,CCVC,fill,kept
stand,zes,zes,CVC,short,kept
standard,tugz,tugz,CVCC,fill,kept
star,star,star,CCVC,hand,fixed
starch,sneb,sneb,CCVC,fill,kept
stare,fomp,fomp,CVCC,fill,kept
start,vig,vig,CVC,hand,fixed
stash,ralv,ralv,CVCC,fill,kept
state,dom,dom,CVC,hand,fixed
statue,fend,fend,CVCC,fill,kept
status,stet,stet,CCVC,hand,fixed
steady,bolp,bolp,CVCC,fill,kept
steal,muks,muks,CVCC,fill,kept
steam,stim,stim,CCVC,hand,fixed
steep,bluq,bluq,CCVC,fill,kept
steer,cudj,cudj,CVCC,fill,kept
stem,plef,plef,CCVC,fill,kept
step,tip,tip,CVC,hand,fixed
sterile,plov,plov,CCVC,fill,kept
stew,cend,cend,CVCC,fill,kept
steward,drob,drob,CCVC,fill,kept
stick,reb,reb,CVC,short,fixed
stiff,fatx,fatx,CVCC,fill,kept
still,pon,pon,CVC,short,fixed
stimulus,floz,floz,CCVC,fill,kept
sting,Camp,cadj,CVCC,fill,moved
stink,zaqk,zaqk,CVCC,fill,kept
stir,yiks,yiks,CVCC,fill,kept
stitch,jodj,jodj,CVCC,fill,kept
stock,beps,beps,CVCC,fill,kept
stomach,stok,stok,CCVC,hand,fixed
stone,ston,ston,CCVC,hand,fixed
stool,glad,glad,CCVC,fill,kept
stop,nef,nef,CVC,short,fixed
storage,stoj,stoj,CCVC,hand,fixed
store,sut,sut,CVC,hand,fixed
storm,deqk,deqk,CVCC,fill,kept
story,zam,zam,CVC,short,kept
stout,stig,stig,CCVC,fill,kept
straight,ric,ric,CVC,hand,fixed
strain,Cegz,Cegz,CVCC,fill,kept
strand,tran,tran,CCVC,fill,kept
strange,leq,leq,CVC,short,kept
stranger,duts,duts,CVCC,fill,kept
strap,regz,regz,CVCC,fill,kept
strategy,xidz,xidz,CVCC,fill,kept
straw,caft,caft,CVCC,fill,kept
stray,yuqk,yuqk,CVCC,fill,kept
streak,yets,yets,CVCC,fill,kept
stream,xuts,xuts,CVCC,fill,kept
street,fef,fef,CVC,short,kept
stress,hisp,hisp,CVCC,fill,kept
stretch,hump,hump,CVCC,fill,kept
strict,Cand,Cand,CVCC,fill,kept
strike,nalc,nalc,CVCC,fill,kept
string,des,des,CVC,short,kept
strip,hits,hits,CVCC,fill,kept
stripe,smog,smog,CCVC,fill,kept
strive,snag,snag,CCVC,fill,kept
stroke,zarg,zarg,CVCC,fill,kept
stroll,worb,worb,CVCC,fill,kept
strong,liv,liv,CVC,short,fixed
structure,tok,tok,CVC,hand,fixed
struggle,zitx,zitx,CVCC,fill,kept
strut,smeg,smeg,CCVC,fill,kept
stubborn,fint,fint,CVCC,fill,kept
stuck,mabz,mabz,CVCC,fill,kept
stud,Carb,Carb,CVCC,fill,kept
student,nund,nund,CVCC,fill,kept
study,nedz,nedz,CVCC,fill,kept
stuff,staf,staf,CCVC,hand,fixed
stumble,txoC,txoC,CCVC,fill,kept
stump,blub,blub,CCVC,fill,kept
stupid,stup,stup,CCVC,hand,fixed
style,deks,deks,CVCC,fill,kept
subject,garg,garg,CVCC,fill,kept
sublime,smoj,smoj,CCVC,fill,kept
submit,yont,yont,CVCC,fill,kept
subscribe,skad,skad,CCVC,fill,kept
substance,Cisp,Cisp,CVCC,fill,kept
substitute,lomp,lomp,CVCC,fill,kept
subtle,Carf,Carf,CVCC,fill,kept
subtract,xul,xul,CVC,hand,fixed
succeed,xigz,xigz,CVCC,fill,kept
success,ref,ref,CVC,hand,fixed
such,satx,satx,CVCC,hand,fixed
suck,gotx,gotx,CVCC,fill,kept
sudden,golz,jift,CVCC,fill,moved
sue,dabz,dabz,CVCC,fill,kept
suffer,bugz,bugz,CVCC,fill,kept
sugar,gand,gand,CVCC,fill,kept
suggest,geqk,geqk,CVCC,fill,kept
suit,mesp,mesp,CVCC,fill,kept
sulfur,spiz,spiz,CCVC,fill,kept
sum,fabz,fabz,CVCC,fill,kept
summer,won,won,CVC,short,kept
summit,gluf,gluf,CCVC,fill,kept
summon,greg,greg,CCVC,fill,kept
sun,san,san,CVC,hand,fixed
sunrise,cump,cump,CVCC,fill,kept
sunset,fant,fant,CVCC,fill,kept
superior,zond,zond,CVCC,fill,kept
supervise,txud,txud,CCVC,fill,kept
supply,toqk,toqk,CVCC,fill,kept
support,nisk,nisk,CVCC,fill,kept
suppose,fuv,fuv,CVC,short,kept
suppress,smaz,smaz,CCVC,fill,kept
sure,xort,xort,CVCC,hand,fixed
surf,sar,sar,CVC,hand,fixed
surface,sorf,sorf,CVCC,hand,fixed
surge,troq,troq,CCVC,fill,kept
surgery,digz,digz,CVCC,fill,kept
surplus,txaC,txaC,CCVC,fill,kept
surprise,lib,lib,CVC,short,kept
surrender,hegz,hegz,CVCC,fill,kept
surround,djov,djov,CCVC,fill,kept
survive,detx,detx,CVCC,fill,kept
suspect,norf,norf,CVCC,fill,kept
suspend,drom,drom,CCVC,fill,kept
suspicion,juft,juft,CVCC,fill,kept
sustain,druv,druv,CCVC,fill,kept
swallow,vimp,vimp,CVCC,fill,kept
swamp,xest,xest,CVCC,fill,fixed
swap,solp,solp,CVCC,hand,fixed
swarm,sneC,sneC,CCVC,fill,kept
sway,blem,blem,CCVC,fill,kept
swear,lis,lis,CVC,short,kept
sweat,pimp,pimp,CVCC,fill,kept
sweep,fusk,fusk,CVCC,fill,kept
sweet,skit,skit,CCVC,hand,fixed
swell,parb,parb,CVCC,fill,kept
swift,greb,greb,CCVC,fill,kept
swim,wum,wum,CVC,hand,fixed
swing,slid,slid,CCVC,hand,fixed
swirl,skeb,skeb,CCVC,fill,kept
switch,doqk,doqk,CVCC,fill,kept
sword,bibz,bibz,CVCC,fill,kept
symbol,mar,mar,CVC,hand,fixed
symmetry,matx,matx,CVCC,hand,fixed
sympathy,xorz,xorz,CVCC,fill,kept
symptom,trix,trix,CCVC,fill,kept
sync,gin,gin,CVC,hand,fixed
system,wux,wux,CVC,hand,fixed
table,gam,gam,CVC,short,kept
tablet,smak,smak,CCVC,fill,kept
taboo,snux,snux,CCVC,fill,kept
tack,txem,txem,CCVC,fill,kept
tact,spoq,spoq,CCVC,fill,kept
tag,sorv,sorv,CVCC,fill,kept
tail,tad,tad,CVC,hand,fixed
take,tek,tek,CVC,hand,fixed
tale,varb,varb,CVCC,fill,kept
talent,bits,bits,CVCC,fill,kept
talk,tak,tak,CVC,hand,fixed
tall,tals,tals,CVCC,hand,fixed
talon,spog,spog,CCVC,fill,kept
tan,xals,xals,CVCC,fill,kept
tang,plab,plab,CCVC,fill,kept
tangle,spuv,spuv,CCVC,fill,kept
tap,hoft,hoft,CVCC,fill,kept
tape,meks,meks,CVCC,fill,kept
tar,djad,djad,CCVC,fill,kept
target,bim,bim,CVC,hand,fixed
task,tos,tos,CVC,hand,fixed
taste,test,test,CVCC,hand,fixed
tattoo,varv,varv,CVCC,fill,kept
tax,hubz,hubz,CVCC,fill,kept
tea,mosp,mosp,CVCC,fill,kept
teach,titx,titx,CVCC,hand,fixed
team,tim,tim,CVC,hand,fixed
tear,dups,dups,CVCC,fill,kept
tease,yant,yant,CVCC,fill,kept
teen,txin,txin,CCVC,hand,fixed
television,gold,gold,CVCC,fill,kept
tell,tal,tal,CVC,hand,fixed
temper,vosp,vosp,CVCC,fill,kept
temperature,tamp,tamp,CVCC,hand,fixed
tempo,klam,klam,CCVC,fill,kept
temporary,zarb,zarb,CVCC,fill,kept
tempt,blix,blix,CCVC,fill,kept
ten,feC,feC,CVC,short,fixed
tend,vagz,vagz,CVCC,fill,kept
tendency,drug,drug,CCVC,fill,kept
tense,farb,farb,CVCC,fill,kept
tension,xalf,xalf,CVCC,fill,kept
tent,kedz,kedz,CVCC,fill,kept
term,tod,tod,CVC,hand,fixed
terror,xesp,xesp,CVCC,fill,kept
tesla,skuq,skuq,CCVC,fill,kept
test,tas,tas,CVC,hand,fixed
text,tox,tox,CVC,hand,fixed
texture,kloq,kloq,CCVC,fill,kept
than,pos,pos,CVC,short,kept
thank,cak,cak,CVC,hand,fixed
that,mip,mip,CVC,short,fixed
thaw,smiv,smiv,CCVC,fill,kept
the,dan,dan,CVC,hand,fixed
theater,balz,balz,CVCC,fill,kept
theme,somp,somp,CVCC,fill,kept
then,cam,cam,CVC,hand,fixed
theory,ledj,ledj,CVCC,hand,fixed
therapy,tund,tund,CVCC,fill,kept
there,max,max,CVC,short,fixed
therefore,sliC,sliC,CCVC,hand,fixed
these,pez,pez,CVC,short,kept
thick,sesp,sesp,CVCC,fill,kept
thief,bald,bald,CVCC,fill,kept
thigh,grom,grom,CCVC,fill,kept
thin,porv,porv,CVCC,fill,kept
thing,niv,niv,CVC,short,fixed
think,ciqk,ciqk,CVCC,hand,fixed
thirst,host,host,CVCC,hand,fixed
this,rug,rug,CVC,hand,fixed
thorn,rarg,rarg,CVCC,fill,kept
thorough,lagz,lagz,CVCC,fill,kept
those,pog,pog,CVC,short,kept
though,vep,vep,CVC,short,kept
thousand,metx,metx,CVCC,fill,kept
