english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
carboxylic,"carboxyl + of",,"? + yov",ai,2,no,judged,verdict
cardboard,"thick + paper",sespaiyof,"sesp + yof",ai,2,yes,sense,verdict
cardiac,"heart + of",zifaiyov,"zif + yov",ai,2,yes,judged,verdict
careful,"care + full",kriqauvup,"kriq + vup",au,2,yes,affix,verdict
cargo,"carry + load",maftailod,"maft + lod",ai,2,yes,sense,verdict
caribou,"snow + deer",snomaixars,"snom + xars",ai,2,yes,sense,verdict
carnivore,"meat + eat + agent",makaigabaiyug,"mak + gab + yug",ai,3,yes,sense,verdict
carriage,"carry + vehicle",maftaiyan,"maft + yan",ai,2,yes,sense,verdict
carrier,"carry + agent",maftaiyug,"maft + yug",ai,2,yes,judged,verdict
carrying capacity,"environment + support + population + limit",ronainiskaixebzaizarf,"ron + nisk + xebz + zarf",ai,4,yes,sense,verdict
cartilaginous,"cartilage + of",vracaiyov,"vrac + yov",ai,2,yes,judged,verdict
cash,"hand + money",zeqkaipov,"zeqk + pov",ai,2,yes,sense,verdict
cashew,"bend + nut",bendaihiks,"bend + hiks",ai,2,yes,sense,verdict
casket,"death + box",dacaibraz,"dac + braz",ai,2,yes,sense,verdict
catalyst,"react + speed + thing",,"? + gidj + niv",ai,3,no,sense,verdict
catalytic,"catalyst + of",,"? + yov",ai,2,no,judged,verdict
catchy,"catch + like",vucaulak,"vuc + lak",au,2,yes,affix,verdict
catfish,"whisker + fish",,"? + frix",ai,2,no,sense,verdict
cation,"positive + ion",,"mid + ?",ai,2,no,sense,verdict
caudal,"tail + of",tadaiyov,"tad + yov",ai,2,yes,judged,verdict
caulk,"seal + paste",hodjaipest,"hodj + pest",ai,2,yes,sense,verdict
caustic,"harsh + cut + criticize",,"Cent + zep + ?",ai,3,no,sense,verdict
cavern,"big + cave",brataikliv,"brat + kliv",ai,2,yes,sense,verdict
cavity,"cave + nature",klivaunep,"kliv + nep",au,2,yes,affix,verdict
caw,"crow + call",wintaikar,"wint + kar",ai,2,yes,sense,verdict
cedar,"red + pine",gicaicomp,"gic + comp",ai,2,yes,sense,verdict
celebration,"celebrate + act",badzauyez,"badz + yez",au,2,yes,affix,verdict
celestial,"sky + of",xumaiyov,"xum + yov",ai,2,yes,judged,verdict
cellular,"cell + of",mudzaiyov,"mudz + yov",ai,2,yes,judged,verdict
cemetery,"bury + place",parfainad,"parf + nad",ai,2,yes,sense,verdict
census,"count + all + population",jaqaikolaixebz,"jaq + kol + xebz",ai,3,yes,sense,verdict
cent,"hundred + part + coin",wefaipartaifolk,"wef + part + folk",ai,3,yes,sense,verdict
centaur,"human + horse + body + join",dramaihorsaivataigoz,"dram + hors + vat + goz",ai,4,yes,sense,verdict
centimeter,"hundred + part + meter",wefaipartaicarf,"wef + part + carf",ai,3,yes,sense,verdict
centipede,"many + foot + worm",mavaigralaifald,"mav + gral + fald",ai,3,yes,sense,verdict
centrality,"network + center + degree",mixainavaidrig,"mix + nav + drig",ai,3,yes,sense,verdict
centralize,"central + make",barpaumek,"barp + mek",au,2,yes,affix,verdict
centralized,"centralize + done",,"? + ?",au,2,no,affix,verdict
cephalopod,"head + foot + mollusk",,"had + gral + ?",ai,3,no,sense,verdict
cerebral,"brain + of",brenaiyov,"bren + yov",ai,2,yes,judged,verdict
ceremonial,"ceremony + of",higzaiyov,"higz + yov",ai,2,yes,judged,verdict
certification,"certify + act",,"? + yez",ai,2,no,judged,verdict
cervical,"neck + of",mondaiyov,"mond + yov",ai,2,yes,judged,verdict
championship,"champion + ness",,"pabz + ?",ai,2,no,judged,verdict
charcoal,"char + coal",,"smut + ?",ai,2,no,compound,verdict
charismatic,"charm + social + power",hiskaigundaifep,"hisk + gund + fep",ai,3,yes,sense,verdict
charity,"char + nature",smutaunep,"smut + nep",au,2,yes,affix,verdict
charlatan,"false + skill + agent",rotaijipsaiyug,"rot + jips + yug",ai,3,yes,sense,verdict
chat,"light + talk",litaitak,"lit + tak",ai,2,yes,sense,verdict
checkpoint,"check + place",txakainad,"txak + nad",ai,2,yes,sense,verdict
cheerful,"cheer + full",tondauvup,"tond + vup",au,2,yes,affix,verdict
cheetah,"fast + wild + cat",fastaiwaldaiklat,"fast + wald + klat",ai,3,yes,sense,verdict
chela,"grasp + claw",lolfaiklan,"lolf + klan",ai,2,yes,sense,verdict
chemical,"molecule + like",malailak,"mal + lak",ai,2,yes,sense,verdict
chemistry,"molecule + study",malainedz,"mal + nedz",ai,2,yes,sense,verdict
chicken,"chick + make",bipsaumek,"bips + mek",au,2,yes,affix,verdict
chickpea,"round + pea",mapsaigriq,"maps + griq",ai,2,yes,sense,verdict
childhood,"child + hood",gagaihets,"gag + hets",ai,2,yes,compound,verdict
chili,"hot + pepper",gepaixard,"gep + xard",ai,2,yes,sense,verdict
chimney,"smoke + pipe",smokaitidj,"smok + tidj",ai,2,yes,sense,verdict
chirp,"bird + beep",baxaibrip,"bax + brip",ai,2,yes,sense,verdict
chive,"small + onion",smalaiwont,"smal + wont",ai,2,yes,sense,verdict
chloride,"chlorine + compound",vraqaiCeqk,"vraq + Ceqk",ai,2,yes,judged,verdict
chloroplast,"green + organelle",,"pes + ?",ai,2,no,sense,verdict
choice,"choose + act",txuzaiyez,"txuz + yez",ai,2,yes,sense,verdict
chorionic,"chorion + of",,"? + yov",ai,2,no,judged,verdict
chromatic,"colour + of",,"? + yov",ai,2,no,judged,verdict
chromosome,"gene + thread",djinairent,"djin + rent",ai,2,yes,sense,verdict
chuckle,"small + laugh",smalailaft,"smal + laft",ai,2,yes,sense,verdict
church,"worship + building",,"xuks + ?",ai,2,no,sense,verdict
cicada,"sing + bug",remaipamp,"rem + pamp",ai,2,yes,sense,verdict
cinema,"move + picture + house",muvaifozaipuz,"muv + foz + puz",ai,3,yes,sense,verdict
circular,"circle + like",salkailak,"salk + lak",ai,2,yes,sense,verdict
circulation,"circulate + act",skidaiyez,"skid + yez",ai,2,yes,judged,verdict
circumference,"around + line",pozaizob,"poz + zob",ai,2,yes,sense,verdict
cirrus,"hair + cloud",fifaiklad,"fif + klad",ai,2,yes,sense,verdict
cistern,"water + hold + pit",waCaihoqaizesp,"waC + hoq + zesp",ai,3,yes,sense,verdict
citadel,"high + fortress",,"mol + ?",ai,2,no,sense,verdict
citrate,"citric + salt",,"? + tigz",ai,2,no,judged,verdict
civic,"city + of",vugaiyov,"vug + yov",ai,2,yes,judged,verdict
civilization,"civil + act",himpauyez,"himp + yez",au,2,yes,affix,verdict
civilize,"civil + make",himpaumek,"himp + mek",au,2,yes,affix,verdict
clade,"ancestor + all + descendant",,"bev + kol + ?",ai,3,no,sense,verdict
clarify,"clear + make",vobaimek,"vob + mek",ai,2,yes,sense,verdict
clarity,"clear + state",vobaidom,"vob + dom",ai,2,yes,sense,verdict
classic,"class + like",gevaulak,"gev + lak",au,2,yes,affix,verdict
classify,"class + make",gevaumek,"gev + mek",au,2,yes,affix,verdict
classroom,"teach + room",titxaitif,"titx + tif",ai,2,yes,sense,verdict
clearance,"clear + act",vobaiyez,"vob + yez",ai,2,yes,judged,verdict
cleavage,"cleave + act",,"? + yez",ai,2,no,judged,verdict
clinic,"small + hospital",smalaixes,"smal + xes",ai,2,yes,sense,verdict
cloaca,"shared + body + opening",,"? + vat + getx",ai,3,no,sense,verdict
clockwise,"clock + oriented",,"klak + ?",ai,2,no,sense,verdict
clog,"accumulate + channel + block",fruvaibarkaigiks,"fruv + bark + giks",ai,3,yes,sense,verdict
closed,"close + done",,"kloz + ?",au,2,no,affix,verdict
closer,"close + agent",klozauyug,"kloz + yug",au,2,yes,affix,verdict
clothes,"cloth + many",corvaumav,"corv + mav",au,2,yes,affix,verdict
clothing,"cloth + act",corvauyez,"corv + yez",au,2,yes,affix,verdict
cloudy,"cloud + like",kladaulak,"klad + lak",au,2,yes,affix,verdict
clover,"three + leaf + grass",suCailifaigras,"suC + lif + gras",ai,3,yes,sense,verdict
cluck,"hen + call",djedaikar,"djed + kar",ai,2,yes,sense,verdict
coagulation,"coagulate + act",,"? + yez",ai,2,no,judged,verdict
coal,"burn + rock",molcairak,"molc + rak",ai,2,yes,sense,verdict
cobble,"round + rock + piece",mapsairakaifuf,"maps + rak + fuf",ai,3,yes,sense,verdict
cockroach,"flat + bug",flataipamp,"flat + pamp",ai,2,yes,sense,verdict
coconut,"palm + nut",zebzaihiks,"zebz + hiks",ai,2,yes,sense,verdict
cocoon,"silk + shell",fordaitxal,"ford + txal",ai,2,yes,sense,verdict
coefficient,"together + do + thing",tugaiduzainiv,"tug + duz + niv",ai,3,yes,judged,verdict
coexist,"together + exist",tugaiwav,"tug + wav",ai,2,yes,sense,verdict
coffin,"death + box",dacaibraz,"dac + braz",ai,2,yes,sense,verdict
cognate,"same + origin",nobaiwimp,"nob + wimp",ai,2,yes,sense,verdict
cohere,"same + stick",nobaireb,"nob + reb",ai,2,yes,sense,verdict
coincidence,"coincide + act",vrivauyez,"vriv + yez",au,2,yes,affix,verdict
collateral,"side + of",sardaiyov,"sard + yov",ai,2,yes,judged,verdict
collection,"collect + act",lekauyez,"lek + yez",au,2,yes,affix,verdict
collective,"collect + like",lekaulak,"lek + lak",au,2,yes,affix,verdict
collision,"collide + act",skibaiyez,"skib + yez",ai,2,yes,sense,verdict
colonial,"colony + like",yibzailak,"yibz + lak",ai,2,yes,sense,verdict
colonize,"colon + make",blenaumek,"blen + mek",au,2,yes,affix,verdict
colorful,"color + full",klorauvup,"klor + vup",au,2,yes,affix,verdict
coloured,"colour + done",,"? + ?",ai,2,no,judged,verdict
columnar,"column + of",zoltaiyov,"zolt + yov",ai,2,yes,judged,verdict
combination,"combine + act",plazauyez,"plaz + yez",au,2,yes,affix,verdict
combust,"burn",molc,"molc",ai,1,yes,sense,verdict
combustion,"burn + act",molcaiyez,"molc + yez",ai,2,yes,sense,verdict
comet,"tail + star",tadaistar,"tad + star",ai,2,yes,sense,verdict
comfortable,"comfort + able",krafaifip,"kraf + fip",ai,2,yes,compound,verdict
commensalism,"one + benefit + relation",zanaisintaiwort,"zan + sint + wort",ai,3,yes,sense,verdict
comment,"come + act",gumauyez,"gum + yez",au,2,yes,affix,verdict
commercial,"commerce + of",,"? + yov",ai,2,no,judged,verdict
commission,"commit + act",degaiyez,"deg + yez",ai,2,yes,judged,verdict
commitment,"commit + act",degauyez,"deg + yez",au,2,yes,affix,verdict
committee,"commit + target",degaubim,"deg + bim",au,2,yes,affix,verdict
communication,"communicate + act",kenauyez,"ken + yez",au,2,yes,affix,verdict
communion,"commune + act",,"? + yez",ai,2,no,judged,verdict
commute,"swap + same",solpainob,"solp + nob",ai,2,yes,sense,verdict
companion,"company + person",fejainar,"fej + nar",ai,2,yes,sense,verdict
compensate,"pay + back",peqaigok,"peq + gok",ai,2,yes,sense,verdict
compensation,"compensate + act",,"? + yez",ai,2,no,judged,verdict
competition,"compete + act",xotxauyez,"xotx + yez",au,2,yes,affix,verdict
completely,"complete + manner",nibzaukuq,"nibz + kuq",au,2,yes,affix,verdict
compliance,"comply + act",pronaiyez,"pron + yez",ai,2,yes,judged,verdict
complication,"complicate + act",,"? + yez",ai,2,no,judged,verdict
composition,"compose + act",smedaiyez,"smed + yez",ai,2,yes,judged,verdict
compression,"compress + act",fravauyez,"frav + yez",au,2,yes,affix,verdict
compromise,"middle + agree",madaikek,"mad + kek",ai,2,yes,sense,verdict
compulsive,"compel + like",stegailak,"steg + lak",ai,2,yes,judged,verdict
concave,"in + curve",rasaikurv,"ras + kurv",ai,2,yes,sense,verdict
concede,"give + point",gifaileC,"gif + leC",ai,2,yes,sense,verdict
conceited,"self + opinion + high",depainuftaimol,"dep + nuft + mol",ai,3,yes,sense,verdict
concentration,"concentrate + act",hitxaiyez,"hitx + yez",ai,2,yes,judged,verdict
conception,"conceive + act",pligaiyez,"plig + yez",ai,2,yes,sense,verdict
conclusion,"conclude + act",blaCaiyez,"blaC + yez",ai,2,yes,sense,verdict
concord,"together + heart",tugaizif,"tug + zif",ai,2,yes,judged,verdict
concurrent,"same + time + run",nobaikalairin,"nob + kal + rin",ai,3,yes,sense,verdict
condensation,"condense + act",,"? + yez",ai,2,no,judged,verdict
condescending,"express + superior + toward + other",risaizondainolainez,"ris + zond + nol + nez",ai,4,yes,sense,verdict
conditional,"condition + like",geftaulak,"geft + lak",au,2,yes,affix,verdict
conditional probability,"probability + condition",,"? + geft",ai,2,no,sense,verdict
conditioner,"condition + agent",geftaiyug,"geft + yug",ai,2,yes,judged,verdict
conduction,"conduct + act",vuntaiyez,"vunt + yez",ai,2,yes,judged,verdict
conductive,"conduct + like",vuntaulak,"vunt + lak",au,2,yes,affix,verdict
conductivity,"conduct + ability",,"vunt + ?",ai,2,no,sense,verdict
conductor,"conduct + agent",vuntauyug,"vunt + yug",au,2,yes,affix,verdict
confederate,"together + federate",,"tug + ?",ai,2,no,judged,verdict
conference,"confer + act",,"? + yez",ai,2,no,judged,verdict
confidence,"confident + nature",fiksainep,"fiks + nep",ai,2,yes,sense,verdict
confidence interval,"estimate + uncertainty + range",,"lesp + ? + raj",ai,3,no,sense,verdict
confiscate,"law + take",xufaitek,"xuf + tek",ai,2,yes,sense,verdict
confluence,"river + join",narvaigoz,"narv + goz",ai,2,yes,sense,verdict
confusion,"confuse + act",leksaiyez,"leks + yez",ai,2,yes,sense,verdict
congenital,"with + born + of",bopailofaiyov,"bop + lof + yov",ai,3,yes,judged,verdict
conglomerate,"pebble + rock",,"? + rak",ai,2,no,sense,verdict
congruence,"same + shape",nobaideps,"nob + deps",ai,2,yes,sense,verdict
conjecture,"guess + claim",gresaiklem,"gres + klem",ai,2,yes,sense,verdict
conjugate,"together + yoke",,"tug + ?",ai,2,no,judged,verdict
conjunction,"join + term",gozaitod,"goz + tod",ai,2,yes,sense,verdict
connected,"connect + done",,"dib + ?",au,2,no,affix,verdict
connection,"connect + act",dibauyez,"dib + yez",au,2,yes,affix,verdict
connective,"connect + like",dibailak,"dib + lak",ai,2,yes,judged,verdict
connector,"connect + agent",dibauyug,"dib + yug",au,2,yes,affix,verdict
conscience,"conscious + act",tivauyez,"tiv + yez",au,2,yes,affix,verdict
conscientious,"careful + duty + follow",,"? + nist + darb",ai,3,no,sense,verdict
consciousness,"conscious + nature",tivaunep,"tiv + nep",au,2,yes,affix,verdict
consecutive,"follow + order",darbainord,"darb + nord",ai,2,yes,sense,verdict
consensus,"all + agree",kolaikek,"kol + kek",ai,2,yes,sense,verdict
conservation,"conserve + act",skazauyez,"skaz + yez",au,2,yes,affix,verdict
consistent,"consist + agent",,"? + yug",au,2,no,affix,verdict
consolidation,"consolidate + act",,"? + yez",ai,2,no,judged,verdict
consonant,"close + sound",klozaisam,"kloz + sam",ai,2,yes,sense,verdict
constituent,"constitute + agent",skovauyug,"skov + yug",au,2,yes,affix,verdict
constitution,"constitute + act",skovaiyez,"skov + yez",ai,2,yes,judged,verdict
construction,"construct + act",smodauyez,"smod + yez",au,2,yes,affix,verdict
consulate,"nation + speak + place",pompaivikainad,"pomp + vik + nad",ai,3,yes,sense,verdict
consumer,"consume + agent",txejaiyug,"txej + yug",ai,2,yes,judged,verdict
consumption,"consume + act",txejaiyez,"txej + yez",ai,2,yes,judged,verdict
container,"contain + agent",corfauyug,"corf + yug",au,2,yes,affix,verdict
contamination,"contaminate + act",vrobaiyez,"vrob + yez",ai,2,yes,judged,verdict
contingency plan,"plan + alternative + condition",,"plan + ? + geft",ai,3,no,sense,verdict
contingent,"depend + like",fontailak,"font + lak",ai,2,yes,sense,verdict
continuity,"continue + nature",sefaunep,"sef + nep",au,2,yes,affix,verdict
continuous,"continue + like",sefaulak,"sef + lak",au,2,yes,affix,verdict
contraceptive,"against + conceive + like",zofaipligailak,"zof + plig + lak",ai,3,yes,judged,verdict
contraction,"contract + act",didzauyez,"didz + yez",au,2,yes,affix,verdict
contradiction,"against + say",zofainib,"zof + nib",ai,2,yes,sense,verdict
convection,"heat + flow + carry",hitaisuntaimaft,"hit + sunt + maft",ai,3,yes,sense,verdict
convention,"custom + agree",calfaikek,"calf + kek",ai,2,yes,sense,verdict
conversion,"convert + act",djaxaiyez,"djax + yez",ai,2,yes,judged,verdict
convex,"out + curve",bukaikurv,"buk + kurv",ai,2,yes,sense,verdict
convolution,"convolute + act",,"? + yez",ai,2,no,sense,verdict
cooked,"cook + done",,"nalf + ?",au,2,no,affix,verdict
cooperate,"with + operate",bopauzift,"bop + zift",au,2,yes,prefix,verdict
cooperation,"cooperate + act",feskaiyez,"fesk + yez",ai,2,yes,sense,verdict
cooperative,"cooperate + like",feskailak,"fesk + lak",ai,2,yes,judged,verdict
coordination,"coordinate + act",blibaiyez,"blib + yez",ai,2,yes,judged,verdict
coping,"cope + act",djibaiyez,"djib + yez",ai,2,yes,judged,verdict
coriander,"cilantro + seed",,"? + sid",ai,2,no,sense,verdict
corneal,"cornea + of",,"? + yov",ai,2,no,judged,verdict
corollary,"follow + claim",darbaiklem,"darb + klem",ai,2,yes,sense,verdict
coronary,"crown + of",kartaiyov,"kart + yov",ai,2,yes,judged,verdict
corporate,"body + of",vataiyov,"vat + yov",ai,2,yes,judged,verdict
correction,"correct + act",noqkaiyez,"noqk + yez",ai,2,yes,judged,verdict
correlated,"correlate + done",,"? + ?",au,2,no,affix,verdict
correlation,"correlate + act",,"? + yez",ai,2,no,judged,verdict
correspondence,"correspond + act",stutaiyez,"stut + yez",ai,2,yes,judged,verdict
corroborate,"more + support",nisainisk,"nis + nisk",ai,2,yes,sense,verdict
cosmetic,"order + of",nordaiyov,"nord + yov",ai,2,yes,judged,verdict
cough,"with + ugh",bopauhusk,"bop + husk",au,2,yes,prefix,verdict
could,"grammar",,"?",au,1,no,grammar,verdict
counter,"count + agent",jaqauyug,"jaq + yug",au,2,yes,affix,verdict
counterargument,"against + argument",,"zof + ?",ai,2,no,sense,verdict
counterclockwise,"against + clock + oriented",,"zof + klak + ?",ai,3,no,sense,verdict
counterexample,"against + example",zofaidest,"zof + dest",ai,2,yes,sense,verdict
counterfactual,"not + fact",masaivoq,"mas + voq",ai,2,yes,sense,verdict
courthouse,"judge + building",,"wep + ?",ai,2,no,sense,verdict
covalent,"share + bond",xalainuq,"xal + nuq",ai,2,yes,sense,verdict
cove,"small + bay",smalaibalb,"smal + balb",ai,2,yes,sense,verdict
coverage,"cover + ness",,"kov + ?",ai,2,no,judged,verdict
covering,"cove + ring",,"? + rop",ai,2,no,compound,verdict
cowardly,"coward + manner",sindaukuq,"sind + kuq",au,2,yes,affix,verdict
cranberry,"sour + berry",yedzaiglaf,"yedz + glaf",ai,2,yes,sense,verdict
cranial,"cranium + of",vrifaiyov,"vrif + yov",ai,2,yes,judged,verdict
crass,"coarse + rude",snicaibuks,"snic + buks",ai,2,yes,sense,verdict
crayfish,"river + lobster",narvaijups,"narv + jups",ai,2,yes,sense,verdict
creation,"create + act",bamauyez,"bam + yez",au,2,yes,affix,verdict
creative,"create + like",bamaulak,"bam + lak",au,2,yes,affix,verdict
credible,"believe + able",pofaifip,"pof + fip",ai,2,yes,sense,verdict
credulous,"believe + too + ready",,"pof + gal + ?",ai,3,no,sense,verdict
crepuscular,"dusk + active",,"snuj + ?",ai,2,no,sense,verdict
cricket,"bat + ball + wicket + sport",,"batx + bral + ? + pudj",ai,4,no,sense,verdict
criminal,"crime + of",mempaiyov,"memp + yov",ai,2,yes,judged,verdict
critical,"critic + of",grataiyov,"grat + yov",ai,2,yes,judged,verdict
criticize,"critic + make",grataumek,"grat + mek",au,2,yes,affix,verdict
croak,"frog + call",ranaikar,"ran + kar",ai,2,yes,sense,verdict
crop,"store + stomach",sutaistok,"sut + stok",ai,2,yes,sense,verdict
crown,"king + ring",fubairop,"fub + rop",ai,2,yes,sense,verdict
crystalline,"crystal + like",kuqkailak,"kuqk + lak",ai,2,yes,sense,verdict
cuboid,"cube + like",kubailak,"kub + lak",ai,2,yes,judged,verdict
cultivation,"cultivate + act",stukaiyez,"stuk + yez",ai,2,yes,judged,verdict
cumulus,"heap + cloud",rutxaiklad,"rutx + klad",ai,2,yes,sense,verdict
curvature,"curve + ness",,"kurv + ?",ai,2,no,judged,verdict
curved,"curve + done",,"kurv + ?",au,2,no,affix,verdict
customer,"buy + agent",zufaiyug,"zuf + yug",ai,2,yes,sense,verdict
cutaneous,"skin + of",skinaiyov,"skin + yov",ai,2,yes,judged,verdict
cutter,"cut + agent",zepaiyug,"zep + yug",ai,2,yes,judged,verdict
cuttlefish,"bone + octopus",brodaitxug,"brod + txug",ai,2,yes,sense,verdict
cylindrical,"cylinder + of",smebaiyov,"smeb + yov",ai,2,yes,judged,verdict
cytoplasm,"cell + fluid",mudzaiflud,"mudz + flud",ai,2,yes,sense,verdict
dab,"the light form of tap",,"?",ai,1,no,judged,verdict
daily,"day + like",yamailak,"yam + lak",ai,2,yes,judged,verdict
daisy,"sun + flower",sanaiflor,"san + flor",ai,2,yes,sense,verdict
dampen,"quiet + make",xudaimek,"xud + mek",ai,2,yes,sense,verdict
dangerous,"danger + like",nolfaulak,"nolf + lak",au,2,yes,affix,verdict
darkness,"dark + nature",ramaunep,"ram + nep",au,2,yes,affix,verdict
