kind,english,chinese,morphemes,en_opaque,zh_gloss
mineral,coffinite,铀石,2,1,"uranium stone"
mineral,cohenite,陨碳铁矿,4,1,"fall carbon iron mine"
mineral,colemanite,硬硼钙石,4,1,"hard borax calcium stone"
mineral,collinsite,磷钙镁石,4,1,"phosphorus calcium magnesium stone"
mineral,coloradoite,碲汞矿,3,1,"tellurium mercury mine"
mineral,columbite-(Mg),铌镁矿,3,0,"niobium magnesium mine"
mineral,columbite-(Mn),铌锰矿,3,0,"niobium manganese mine"
mineral,combeite,菱硅钙钠石,5,1,"water-chestnut silicon calcium sodium stone"
mineral,comblainite,羟碳钴镍石,5,1,"hydroxide carbon cobalt nickel stone"
mineral,conichalcite,Conichalcite,0,1,""
mineral,cookeite,锂绿泥石,4,1,"lithium green mud stone"
mineral,coombsite,菱硅钾锰石,5,1,"water-chestnut silicon potassium manganese stone"
mineral,cooperite,硫铂矿,3,1,"sulfur platinum mine"
mineral,coquandite,科匡德石,4,1,"section correct virtue stone"
mineral,corderoite,氯硫汞矿,4,1,"chlorine sulfur mercury mine"
mineral,cordierite,堇青石,3,1,"yellow loam blue stone"
mineral,corkite,磷铅铁矾,4,1,"phosphorus lead iron alum"
mineral,cornetite,蓝磷铜矿,4,1,"blue phosphorus copper mine"
mineral,cornubite,綠砷銅礦,4,1,"green arsenic copper mineral deposit"
mineral,cornwallite,水綠砷銅礦,5,1,"water green arsenic copper mineral deposit"
mineral,coronadite,锰铅矿,3,1,"manganese lead mine"
mineral,corrensite,绿泥间蛭石,5,1,"green mud interval leech stone"
mineral,corundum,剛玉,2,1,"firm jade"
mineral,cotunnite,氯铅矿,3,1,"chlorine lead mine"
mineral,cousinite,钼镁铀矿,4,1,"molybdenum magnesium uranium mine"
mineral,covellite,銅藍,2,1,"copper blue"
mineral,crandallite,纤磷钙铝石,5,1,"tow line phosphorus calcium aluminum stone"
mineral,crawfordite,碳磷锶钠石,5,1,"carbon phosphorus strontium sodium stone"
mineral,creaseyite,硅铁铜铅石,5,1,"silicon iron copper lead stone"
mineral,crednerite,锰铜矿,3,1,"manganese copper mine"
mineral,creedite,氟铝石膏,4,1,"fluorine aluminum stone grease"
mineral,crerarite,硫铋铂矿,4,1,"sulfur bismuth platinum mine"
mineral,crichtonite,锶铁钛矿,4,1,"strontium iron titanium mine"
mineral,criddleite,硫铊银金锑矿,6,1,"sulfur a short spear silver gold antimony mine"
mineral,cristobalite,方石英,3,1,"a square stone petal"
mineral,crocoite,铬铅矿,3,1,"chromium lead mine"
mineral,cronstedtite,克铁蛇纹石,5,1,"gram iron snake line stone"
mineral,crookesite,硒铊铜银矿,5,1,"selenium a short spear copper silver mine"
mineral,cryolite,冰晶石,3,1,"ice clear stone"
mineral,cryptohalite,方氟硅铵石,5,1,"a square fluorine silicon ammonium stone"
mineral,cummingtonite,镁铁闪石,4,1,"magnesium iron flash stone"
mineral,cuprite,赤銅礦,3,1,"red copper mineral deposit"
mineral,cupromakopavonite,铜红石榴石,5,1,"copper red stone pomegranate stone"
mineral,cuprosklodowskite,矽銅鈾礦,4,1,"silicon copper uranium mineral deposit"
mineral,curetonite,磷钛铝钡石,5,1,"phosphorus titanium aluminum barium stone"
mineral,curite,板鉛鈾礦,4,1,"plank lead uranium mineral deposit"
mineral,cyanotrichite,绒铜矿,3,1,"silk copper mine"
mineral,cylindrite,圆柱锡矿,4,1,"round pillar tin mine"
mineral,dachiardite-Ca,钙环晶沸石,5,0,"calcium ring clear boil stone"
mineral,dachiardite-K,钾环晶沸石,5,0,"potassium ring clear boil stone"
mineral,dachiardite-Na,钠环晶沸石,5,0,"sodium ring clear boil stone"
mineral,danalite,铍榴石,3,1,"a needle used in Chinese medicine pomegranate stone"
mineral,danburite,赛黄晶,3,1,"compete yellow clear"
mineral,danielsite,丹硫汞铜矿,5,1,"cinnabar sulfur mercury copper mine"
mineral,daomanite,道马矿,3,1,"path horse mine"
mineral,datolite,硅硼钙石,4,1,"silicon borax calcium stone"
mineral,daubréeite,羟氯铋矿,4,1,"hydroxide chlorine bismuth mine"
mineral,daubréelite,陨硫铬铁矿,5,1,"fall sulfur chromium iron mine"
mineral,davemaoite,毛钙硅石,4,1,"hair calcium silicon stone"
mineral,davidite-(Ce),铈铀钛铁矿,5,0,"cerium uranium titanium iron mine"
mineral,davidite-(La),镧铀钛铁矿,5,0,"lanthanum uranium titanium iron mine"
mineral,davidsmithite,富钙霞石,4,1,"rich calcium rosy clouds stone"
mineral,davisite,Davisite,0,1,""
mineral,davreuxite,达硅铝锰石,5,1,"arrive at silicon aluminum manganese stone"
mineral,davyne,钾钙霞石,4,1,"potassium calcium rosy clouds stone"
mineral,dawsonite,片钠铝石,4,1,"piece sodium aluminum stone"
mineral,deanesmithite,迪恩斯米思石,6,1,"enlighten favour this rice think stone"
mineral,decrespignyite-(Y),水氯碳铜钇石-,6,0,"water chlorine carbon copper yttrium stone"
mineral,deerite,迪尔石,3,1,"enlighten you stone"
mineral,defernite,戴碳钙石,4,1,"wear on top carbon calcium stone"
mineral,delafossite,赤铜铁矿,4,1,"red copper iron mine"
mineral,delhayelite,片硅碱钙石,5,1,"piece silicon alkaline calcium stone"
mineral,deliensite,硫铁铀矿,4,1,"sulfur iron uranium mine"
mineral,dellaite,羟硅钙石,4,1,"hydroxide silicon calcium stone"
mineral,deloneite,氟钙锶铈磷灰石,7,1,"fluorine calcium strontium cerium phosphorus ash stone"
mineral,deloryite,德洛吕石,4,1,"virtue river in Shanxi province a musical note stone"
mineral,delrioite,水钒锶钙石,5,1,"water vanadium strontium calcium stone"
mineral,delvauxite,胶磷铁矿,4,1,"gum phosphorus iron mine"
mineral,demesmaekerite,硒铜铅铀矿,5,1,"selenium copper lead uranium mine"
mineral,denningite,碲锌锰石,4,1,"tellurium zinc manganese stone"
mineral,derbylite,锑铁钛矿,4,1,"antimony iron titanium mine"
mineral,derriksite,多硒铜铀矿,5,1,"many selenium copper uranium mine"
mineral,dervillite,硫砷银矿,4,1,"sulfur arsenic silver mine"
mineral,desautelsite,羟碳锰镁石,5,1,"hydroxide carbon manganese magnesium stone"
mineral,descloizite,羟钒锌铅石,5,1,"hydroxide vanadium zinc lead stone"
mineral,dessauite-(Y),锶钇铁钛矿,5,0,"strontium yttrium iron titanium mine"
mineral,devilline,钙铜矾,3,1,"calcium copper alum"
mineral,diaboleite,水氯鉛銅石,5,1,"water chlorine lead copper stone"
mineral,diamond,钻石,2,0,"drill stone"
mineral,diaspore,硬水铝石,4,1,"hard water aluminum stone"
mineral,dickinsonite-(KMnNa),磷碱锰石,4,0,"phosphorus alkaline manganese stone"
mineral,dickite,地开石,3,1,"earth on stone"
mineral,dietzeite,碘铬钙石,4,1,"iodine chromium calcium stone"
mineral,digenite,蓝辉铜矿,4,1,"blue brightness copper mine"
mineral,dimorphite,三硫化四砷,5,1,"three sulfur change four arsenic"
mineral,dingdaohengite-(Ce),丁道衡矿,4,0,"male adult path measure mine"
mineral,diopside,透輝石,3,1,"penetrate brightness stone"
mineral,dioptase,青銅礦,3,1,"blue copper mineral deposit"
mineral,djerfisherite,硫铁铜钾矿,5,1,"sulfur iron copper potassium mine"
mineral,djurleite,藍輝銅礦,4,1,"blue brightness copper mineral deposit"
mineral,dmisteinbergite,德米斯滕贝尔格石,8,1,"virtue rice this an ancient state in Shandong province sea shell you pattern stone"
mineral,dollaseite-(Ce),鈰簾石,3,0,"cerium hanging screen stone"
mineral,dolomite,白云石,3,1,"white cloud stone"
mineral,domeykite,砷铜矿,3,1,"arsenic copper mine"
mineral,donharrisite,硫汞镍矿,4,1,"sulfur mercury nickel mine"
mineral,donnayite-(Y),碳钇锶石,4,0,"carbon yttrium strontium stone"
mineral,dorfmanite,水磷氢钠石,5,1,"water phosphorus ammonia sodium stone"
mineral,dorrite,杜尔石,3,1,"stop you stone"
mineral,downeyite,氧硒石,3,1,"oxygen selenium stone"
mineral,doyleite,督三水铝石,5,1,"supervise three water aluminum stone"
mineral,dresserite,水碳铝钡石,5,1,"water carbon aluminum barium stone"
mineral,dreyerite,德钒铋矿,4,1,"virtue vanadium bismuth mine"
mineral,drobecite,四水镉矾,4,1,"four water cadmium alum"
mineral,drugmanite,水磷铁铅石,5,1,"water phosphorus iron lead stone"
mineral,drysdallite,硒钼矿,3,1,"selenium molybdenum mine"
mineral,duftite,砷铜铅石,4,1,"arsenic copper lead stone"
mineral,duhamelite,杜钒铜铅石,5,1,"stop vanadium copper lead stone"
mineral,dumontite,羟磷铅铀矿,5,1,"hydroxide phosphorus lead uranium mine"
mineral,dumortierite,蓝线石,3,1,"blue line stone"
mineral,dundasite,白铅铝矿,4,1,"white lead aluminum mine"
mineral,dussertite,绿砷钡铁石,5,1,"green arsenic barium iron stone"
mineral,duttonite,羟钒石,3,1,"hydroxide vanadium stone"
mineral,dwornikite,杜铁镍矾,4,1,"stop iron nickel alum"
mineral,dypingite,球碳镁石,4,1,"ball carbon magnesium stone"
mineral,eakerite,硅铝锡钙石,5,1,"silicon aluminum tin calcium stone"
mineral,earlandite,水柠檬钙石,5,1,"water lemon type of locust tree or acacia calcium stone"
mineral,ecandrewsite,艾锌钛矿,4,1,"artemisia zinc titanium mine"
mineral,eckermannite,镁铝钠闪石,5,1,"magnesium aluminum sodium flash stone"
mineral,eclarite,艾铋铜铅矿,5,1,"artemisia bismuth copper lead mine"
mineral,edenharterite,艾登哈特尔矿,6,1,"artemisia rise sound of laughter special you mine"
mineral,edenite,淡闪石,3,1,"weak flash stone"
mineral,edingtonite,钡沸石,3,1,"barium boil stone"
mineral,edoylerite,艾德玉莱尔石,6,1,"artemisia virtue jade goosefoot you stone"
mineral,edwardsite,伊镉铜矾,4,1,"third person pronoun cadmium copper alum"
mineral,effenbergerite,硅铜钡石,4,1,"silicon copper barium stone"
mineral,efremovite,铵镁矾,3,1,"ammonium magnesium alum"
mineral,eglestonite,褐氯汞矿,4,1,"coarse woolen cloth chlorine mercury mine"
mineral,ehrleite,水磷锌铍钙石,6,1,"water phosphorus zinc a needle used in Chinese medicine calcium stone"
mineral,ekanite,硅钙铀钍矿,5,1,"silicon calcium uranium thorium mine"
mineral,ekaterinite,埃水氯硼钙石,6,1,"fine dust water chlorine borax calcium stone"
mineral,elbaite,锂电气石,4,1,"lithium electric gas stone"
mineral,elkinstantonite,埃尔金斯坦顿石,7,1,"fine dust you gold this flat pause stone"
mineral,ellenbergerite,羟硅钛镁铝石,6,1,"hydroxide silicon titanium magnesium aluminum stone"
mineral,ellisite,硫砷铊矿,4,1,"sulfur arsenic a short spear mine"
mineral,embreyite,磷铬铅矿,4,1,"phosphorus chromium lead mine"
mineral,emmonsite,碲铁石,3,1,"tellurium iron stone"
mineral,empressite,粒碲银矿,4,1,"grain tellurium silver mine"
mineral,enargite,硫砷銅礦,4,1,"sulfur arsenic copper mineral deposit"
mineral,enstatite,顽火辉石,4,1,"obstinate fire brightness stone"
mineral,epidote,綠簾石,3,1,"green hanging screen stone"
mineral,epsomite,泻利盐,3,1,"drain off sharp salt"
mineral,ercitite,水羟磷钠锰石,6,1,"water hydroxide phosphorus sodium manganese stone"
mineral,erdite,水硫铁钠矿,5,1,"water sulfur iron sodium mine"
mineral,ericssonite,钡锰闪叶石,5,1,"barium manganese flash leaf stone"
mineral,ernienickelite,锰镍矿,3,1,"manganese nickel mine"
mineral,erniggliite,硫砷锡铊矿,5,1,"sulfur arsenic tin a short spear mine"
mineral,ershovite,艾尔绍夫石,5,1,"artemisia you continue man stone"
mineral,erythrite,钴华,2,1,"cobalt flowery"
mineral,eskolaite,绿铬矿,3,1,"green chromium mine"
mineral,esperite,硅钙铅锌矿,5,1,"silicon calcium lead zinc mine"
mineral,esseneite,紅鋁透輝石,5,1,"red aluminium penetrate brightness stone"
mineral,ettringite,钙矾石,3,1,"calcium alum stone"
mineral,euclase,蓝柱石,3,1,"blue pillar stone"
mineral,eudialyte,异性石,3,1,"different sex stone"
mineral,eugsterite,尤钠钙矾,4,1,"especially sodium calcium alum"
mineral,euxenite-(Y),黑稀金礦,4,0,"black rare gold mineral deposit"
mineral,ewaldite,碳铈钙钡石,5,1,"carbon cerium calcium barium stone"
mineral,eylettersite,磷钍铝石,4,1,"phosphorus thorium aluminum stone"
mineral,ezcurrite,意水硼钠石,5,1,"thought water borax sodium stone"
mineral,fabianite,法硼钙石,4,1,"law borax calcium stone"
mineral,fairbankite,碲铅石,3,1,"tellurium lead stone"
mineral,famatinite,法馬丁礦,4,1,"law horse male adult mineral deposit"
mineral,fangite,方氏石,3,1,"a square clan stone"
mineral,farringtonite,磷镁石,3,1,"phosphorus magnesium stone"
mineral,faujasite-Ca,钙八面沸石,5,0,"calcium eight face boil stone"
mineral,faujasite-Mg,镁八面沸石,5,0,"magnesium eight face boil stone"
mineral,faujasite-Na,钠八面沸石,5,0,"sodium eight face boil stone"
mineral,fayalite,铁橄榄石,4,1,"iron olive olive stone"
mineral,fedorovskite,硼镁钙石,4,1,"borax magnesium calcium stone"
mineral,feitknechtite,六方水锰矿,5,1,"six a square water manganese mine"
mineral,ferberite,鎢鐵礦,3,1,"tungsten iron mineral deposit"
mineral,fergusonite-(Ce),褐铈铌矿,4,0,"coarse woolen cloth cerium niobium mine"
mineral,fergusonite-(Nd),褐钕铌矿,4,0,"coarse woolen cloth neodymium niobium mine"
mineral,fergusonite-(Y),褐钇铌矿,4,0,"coarse woolen cloth yttrium niobium mine"
mineral,fernandinite,纤钒钙石,4,1,"tow line vanadium calcium stone"
mineral,ferrierite-K,钾碱沸石,4,0,"potassium alkaline boil stone"
mineral,ferrierite-Mg,镁碱沸石,4,0,"magnesium alkaline boil stone"
mineral,ferrierite-Na,钠碱沸石,4,0,"sodium alkaline boil stone"
mineral,ferrihydrite,水合氧化鐵,5,1,"water combine oxygen change iron"
mineral,ferro-eckermannite,铁铝钠闪石,5,0,"iron aluminum sodium flash stone"
mineral,ferro-tschermakite,铁镁钙闪石,5,0,"iron magnesium calcium flash stone"
mineral,ferrobustamite,铁硅灰石,4,1,"iron silicon ash stone"
mineral,ferrohögbomite-2N2S,富铁黑铝镁铁矿,7,0,"rich iron black aluminum magnesium iron mine"
mineral,ferroselite,白硒铁矿,4,1,"white selenium iron mine"
mineral,ferrowyllieite,磷铝铁钠石,5,1,"phosphorus aluminum iron sodium stone"
mineral,fersmite,铌钙矿,3,1,"niobium calcium mine"
mineral,fettelite,弗硫砷汞银矿,6,1,"not sulfur arsenic mercury silver mine"
mineral,fingerite,芬钒铜矿,4,1,"fragrance vanadium copper mine"
mineral,finnemanite,菲氯砷铅矿,5,1,"fragrant chlorine arsenic lead mine"
mineral,fischesserite,硒金银矿,4,1,"selenium gold silver mine"
mineral,fletcherite,硫銅鎳礦,4,1,"sulfur copper nickel mineral deposit"
mineral,flinkite,褐砷锰石,4,1,"coarse woolen cloth arsenic manganese stone"
mineral,florencite-(Ce),磷铈铝石,4,0,"phosphorus cerium aluminum stone"
mineral,florencite-(La),磷镧铝石,4,0,"phosphorus lanthanum aluminum stone"
mineral,florencite-(Nd),磷钕铝石,4,0,"phosphorus neodymium aluminum stone"
mineral,florencite-(Sm),磷鋁釤石,4,0,"phosphorus aluminium samarium stone"
mineral,florenskyite,磷钛铁矿,4,1,"phosphorus titanium iron mine"
mineral,fluckite,砷氢锰钙石,5,1,"arsenic ammonia manganese calcium stone"
mineral,fluoborite,氟硼镁石,4,1,"fluorine borax magnesium stone"
mineral,fluor-buergerite,钠铁电气石,5,0,"sodium iron electric gas stone"
mineral,fluorapatite,氟磷灰石,4,1,"fluorine phosphorus ash stone"
mineral,fluorellestadite,氟硅磷灰石,5,1,"fluorine silicon phosphorus ash stone"
mineral,fluorite,萤石,2,1,"glow-worm stone"
mineral,fluorowardite,水氟磷铝钠石,6,1,"water fluorine phosphorus aluminum sodium stone"
mineral,foitite,福伊特石,4,1,"good fortune third person pronoun special stone"
mineral,fontanite,丰坦矿,3,1,"abundant flat mine"
mineral,fontarnauite,枫硼石,3,1,"maple tree borax stone"
mineral,foordite,傅锡铌矿,4,1,"tutor tin niobium mine"
mineral,formanite-(Y),黄钇钽矿,4,0,"yellow yttrium tantalum mine"
mineral,forsterite,鎂橄欖石,4,1,"magnesium olive olive stone"
mineral,foshagite,傅硅钙石,4,1,"tutor silicon calcium stone"
mineral,fougèrite,绿锈,2,0,"green rust"
mineral,fourmarierite,红铀矿,3,1,"red uranium mine"
mineral,fraipontite,锌铝蛇纹石,5,1,"zinc aluminum snake line stone"
mineral,franckeite,辉锑锡铅矿,5,1,"brightness antimony tin lead mine"
mineral,franckeite,辉锑锡铅矿,5,1,"brightness antimony tin lead mine"
mineral,francoanellite,磷铝钾石,4,1,"phosphorus aluminum potassium stone"
mineral,frankamenite,氟硅碱钙石,5,1,"fluorine silicon alkaline calcium stone"
mineral,frankdicksonite,氟钡石,3,1,"fluorine barium stone"
mineral,frankhawthorneite,羟碲铜石,4,1,"hydroxide tellurium copper stone"
mineral,franklinite,锌铁尖晶石,5,1,"zinc iron sharp clear stone"
mineral,franzinite,弗钙霞石,4,1,"not calcium rosy clouds stone"
mineral,françoisite-(Nd),磷钕铀矿,4,0,"phosphorus neodymium uranium mine"
mineral,fredrikssonite,弗硼锰镁石,5,1,"not borax manganese magnesium stone"
mineral,freedite,亚砷铜铅石,5,1,"Asia arsenic copper lead stone"
mineral,freieslebenite,柱硫锑铅银矿,6,1,"pillar sulfur antimony lead silver mine"
mineral,freudenbergite,黑钛铁钠矿,5,1,"black titanium iron sodium mine"
mineral,friedelite,红锰矿,3,1,"red manganese mine"
mineral,friedrichite,弗硫铋铅铜矿,6,1,"not sulfur bismuth lead copper mine"
mineral,frohbergite,斜方碲铁矿,5,1,"slanting a square tellurium iron mine"
mineral,fukuchilite,硫铁铜矿,4,1,"sulfur iron copper mine"
mineral,fülöppite,柱辉锑铅矿,5,1,"pillar brightness antimony lead mine"
mineral,gabrielsonite,羟砷铁铅矿,5,1,"hydroxide arsenic iron lead mine"
mineral,gadolinite-(Ce),硅铍铈矿,4,0,"silicon a needle used in Chinese medicine cerium mine"
mineral,gagarinite-(Ce),氟钠钙铈石,5,0,"fluorine sodium calcium cerium stone"
mineral,gagarinite-(Y),氟钙钠钇石,5,0,"fluorine calcium sodium yttrium stone"
mineral,gageite,羟硅锰镁石,5,1,"hydroxide silicon manganese magnesium stone"
mineral,gahnite,锌尖晶石,4,1,"zinc sharp clear stone"
mineral,gaidonnayite,斜方钠锆石,5,1,"slanting a square sodium zirconium stone"
mineral,gainesite,磷铍锆钠石,5,1,"phosphorus a needle used in Chinese medicine zirconium sodium stone"
mineral,gaitite,羟砷锌钙石,5,1,"hydroxide arsenic zinc calcium stone"
mineral,galaxite,錳尖晶石,4,1,"manganese sharp clear stone"
mineral,galena,方铅矿,3,1,"a square lead mine"
mineral,galileiite,伽利略石,4,1,"transcription of Sanskrit 'gha' in Buddhist texts sharp approximately stone"
mineral,galliskiite,加氟磷铝钙石,6,1,"add fluorine phosphorus aluminum calcium stone"
mineral,gallobeudantite,砷铅镓矾,4,1,"arsenic lead gallium alum"
mineral,gananite,赣南矿,3,1,"Jiangxi province south mine"
mineral,gaotaiite,高台矿,3,1,"high platform mine"
mineral,garavellite,硫锑铋铁矿,5,1,"sulfur antimony bismuth iron mine"
mineral,garrelsite,硅硼钠钡石,5,1,"silicon borax sodium barium stone"
mineral,gasparite-(Ce),砷铈镧石,4,0,"arsenic cerium lanthanum stone"
mineral,gatehouseite,盖特豪斯石,5,1,"cover special brave this stone"
