term,gloss,forms,occurrences
"against","anti-, against",338,2902
"bend","a bending, turning, winding",461,2900
"net","net, snare, network",655,2899
"shoot","young shoot, young branch (especially of the olive)",77,2898
"curved","curved, hooked, sickle-shaped",112,2897
"hair","hair, tuft of hair, shaggy hair",513,2884
"rotate","to turn in a circle, wheel around, rotate",300,2872
"tower","tower; watchtower",231,2871
"slanted","Slanted, oblique.",198,2867
"apart","in two, asunder, apart",216,2865
"place","place (referring to a specific location)",492,2863
"sharp","acute, crafty",413,2863
"baked","roasted, baked",320,2850
"packet","a small bundle or package (especially of letters or rolls)",114,2849
"leanness","leanness, meagreness",614,2843
"so","so, so much, to such an extent, to such a degree",673,2839
"river","a river in Sicily",383,2834
"meadow","meadow",183,2827
"condition","A condition of the limb(s).",99,2825
"sky","Medieval Latin and New Latin form of caelum (""sky, heaven"")",242,2825
"admire","to be astonished at, marvel at, admire, be amazed at, wonder at",647,2809
"part","part of a body, limb, member, part",393,2802
"slow","slow, sluggish",483,2802
"near","near",689,2801
"sheath","sheath",141,2796
"band","band, ribbon",560,2795
"spider","spider",232,2792
"being","being.",838,2792
"groove","A furrow, channel, groove, hollow.",512,2791
"wet","wet",228,2790
"darkness","darkness",432,2779
"whole","complete, whole, intact, uninjured, sound, healthy",151,2771
"master","ruler, lord, master",599,2771
"rounded","rounded",174,2770
"throw","a throw, cast of dice",298,2767
"thigh","a thigh",167,2745
"ripe","mild, mellow, mature, ripe; sweet, juicy, succulent",446,2744
"strike","to strike; cut; shake",182,2741
"crane","a crane, Grus cinerea",34,2736
"reed","rush, reed",12,2725
"bend","to bend; to curve",260,2719
"one","the number one; unity",840,2718
"pine","pine tree, fir tree",75,2717
"swift","swift, quick, fast, rapid",155,2712
"present","things which actually exist, opposed to past and future",761,2708
"needle","a needle, a pin",565,2707
"continue","to keep going (to...); to continually or habitually go",493,2699
"hollow","hollow, mostly as an epithet of ships",349,2696
"thin","thinned, reduced, attenuated",36,2694
"fern","fern",455,2694
"rows","rows of vines, of plants or of soldiers",564,2690
"red","red (in the most general sense, of all shades including orange and yellow)",6,2689
"strict","strict, exact",109,2688
"yellow","to become golden or yellow",2,2686
"road","road, street, path",415,2686
"crooked","crooked",299,2684
"ten","Ten.",134,2674
"thigh","thigh",504,2672
"against","Against; facing; a combining prefix found in verbs of Latin origin.",399,2669
"yes","yes, indeed (If answering a question)",445,2664
"produce","fruit; grain; produce; harvest",79,2658
"inflated","inflated, having been blown into",119,2656
"bad","bad, hard, unfortunate",219,2649
"curl","a curl",489,2645
"over","over-, super-",7,2640
"slow","slow",217,2640
"having","holding, having",571,2638
"height","a steep place, height",298,2636
"behave","to act, to behave",311,2632
"divided","cloven, divided",310,2627
"woolly","woolly",240,2624
"combed","combed",157,2621
"son","A tributary river of the Ganges, now the Son River",530,2616
"unusual","unusual, out of place",408,2614
"unit","A unit or set (especially of a specified number).",582,2613
"muscle","a sort of muscle",226,2610
"when","when? at what time?",160,2608
"hidden","Hidden, invisible.",381,2599
"pure","morally pure, guiltless, spotless",376,2598
"neglected","neglected, having been neglected; ignored, having been ignored; overlooked, having been overlooked, passed over, having been passed over",8,2596
"nipple","a teat, a nipple",258,2592
"bathing","a washing, bathing (action)",536,2591
"lake","lake, pond",138,2586
"swift","fast, swift, quick",322,2584
"dry","dry; dryness",232,2583
"to saw","to saw",168,2582
"deck","yard on a ship",333,2581
"bark","the bark of a tree; the bark of a cork tree; cork",245,2579
"arrow","missile, arrow, dart",337,2579
"gesturer","one who moves the hands in pantomimic gestures, a posture-master",38,2578
"deadly","destructive; deadly; fatal",637,2572
"contest","a contest",136,2570
"kid","young goat, kid",251,2568
"hollow","hollow, hollowed out, cavernous, concave",480,2566
"wax","to smear or coat with wax",257,2565
"to bind","contracted present active infinitive of δέω (déō)",527,2562
"glassy","glassy",104,2555
"killing","violent death, annihilation, killing",479,2551
"lime","lime",379,2549
"pedal","Relating to a foot or a footlike part.",253,2547
"thief","a thief",699,2545
"unite","Unite: to unite into a collection indicated by the root word.",125,2544
"roots","roots (of living organisms).",231,2539
"short","shortened, short",145,2536
"sole","sole of the foot",176,2532
"four","combining form of τέττᾰρες (téttăres, ""four"")",264,2529
"dense","Dense, thick.",314,2520
"town","a town in Phoenicia situated between Tripolis and Antaradus",202,2516
"portion","allotment, portion, weight (of wool measured out to a slave to spin in a day)",349,2516
"lifting","lifting, raising",446,2513
"singing","the art of singing",597,2511
"egg","egg- (relational)",161,2502
"turned","turned, changed, having been turned",455,2502
"measure","a measure",348,2495
"not","Expressing negation; not.",521,2493
"city","One of the cities of the Etruscan dodecapolis, in Etruria",392,2492
"leaf","type of leaf",261,2491
"learning","learning",479,2490
"eight","eight",465,2481
"web","web",287,2478
"happy","happy, cheerful, glad",159,2477
"sponge","sponge",232,2477
"ray","ray, ray-shaped",297,2474
"garment","a garment, article of clothing",427,2469
"clothed","clothed, clad, dressed, having been clothed.",133,2466
"braid","to plait, weave, braid",184,2466
"goat","goat (especially a she-goat)",317,2461
"stream","running water: fountain, stream, river, spring",582,2458
"agent","Added to verb stems to form feminine agent nouns. Usually accented on the ultima.",225,2455
"glass","glass (especially greenish glass)",398,2454
"sky","celestial bodies: fixed stars, wandering stars (planets), etc.; space; astronomy",231,2450
"arched","vaulted, arched, rounded",194,2446
"forked","forked",171,2442
"scattered","scattered, strewn, sprinkled",377,2439
"sharp","sharp; pointed (especially of swords, axes, etc.)",102,2432
"pipe","any pipe-shaped instrument: flute, clarinet, pipe",318,2431
"cloud","cloud",309,2430
"heat","burning, glow, heat (especially of the sun)",481,2430
"between","between",578,2423
"silvery","silvern, silvery",14,2416
"momentum","force, swing, rush of a body in motion",264,2416
"town","A town of Pontus situated west of Trapezus",322,2415
"plain","artless, plain, simple",158,2414
"edged","edged, bordered",209,2407
"claw","claw; nail; hoof; talon",184,2404
"shrine","temple, shrine",113,2399
"three","Three.",241,2398
"keel","keel of a ship",79,2392
"town","a town of Thessaly situated on Mount Oeta, where Hercules died",284,2392
"common","common, commonplace, ordinary, general, universal, shared, shared alike, of both sides, belonging to two or more together",6,2391
"headed","having, or forming a head",25,2391
"twining","twining, twisting",219,2390
"hoof","hoof",283,2380
"painful","painful",81,2377
"grandmother","grandmother",639,2372
"thrower","thrower, darter",403,2370
"beaked","rostrate or beaky: beaked, beak-like",16,2369
"strong","strong, powerful",319,2367
"mild","soft, smooth, gentle, moderate, mild, calm",502,2367
"bearded","bearded",47,2366
"slender","small, thin, slender",150,2365
"compressed","compressed, restrained, repressed",57,2356
"thorn","A thorn",414,2351
"pitch","pitch",176,2349
"clustered","full of clusters, clustering",60,2346
"smell","A smell, perfume, stench.",458,2346
"borer","an instrument for boring; borer; gimlet",113,2343
"lame","lame",583,2343
"lateral","Of or belonging to the side; lateral.",104,2341
"to shake","to shake",437,2339
"eight","eight; 8",339,2335
"sounding","sounding",174,2333
"warp","warp in the upright loom",255,2333
"lemon","lemon",48,2332
"pour","contracted second-person singular present active indicative of χέω (khéō)",326,2332
"separate","distinct, separate",82,2331
"part","part, portion, share, parcel",198,2325
"ladder","ladder",344,2324
"curved","curved, arched",111,2320
"lap","bosom, lap",145,2320
"ring","ring",145,2320
"sea","sea, salt, salt water",252,2317
"bloody","of blood, bloody, blood-stained, bloodshot",162,2309
"girl","girl, little girl",74,2308
"footless","without feet, footless",219,2308
"washed","washed, bathed, having been washed",147,2307
"diver","diver",298,2304
"rub","to rub or triturate",319,2298
"killing","killing",405,2293
"crooked","tortuous, flexuous, crooked",64,2288
"rush","a rush; a blur; impetus (rapid motion)",344,2280
"signed","marked, sealed, having been signed",138,2280
"less","less",211,2280
"elegant","neat, elegant, clever",24,2279
"joint","articulation = joint (as for example in arthroplasty).",216,2279
"force","force",557,2279
"world","World.",210,2277
"island","An island situated off the coast of Peloponnesus",340,2277
"sheep","A sheep that has no wool on the belly",45,2274
"shield","a shield",459,2271
"branching","branching",8,2267
"fly","a fly (insect)",31,2263
"grass","a grass that mules fed on, perhaps Elymus repens",23,2262
"river","A small river of Euboea",61,2256
"magical","magic, magical",470,2255
"spleen","spleen, milt",45,2253
"scratcher","scratcher",512,2253
"good","good, honest, brave, noble, kind, pleasant",444,2251
"sad","sad, unhappy, melancholy, morose",44,2247
"weary","oppressed by toils",82,2247
"pointed","pointed",45,2246
"broad","broad, flat",221,2244
"cheek","cheek",504,2244
"marked","marked, having been marked.",208,2243
"stream","stream",508,2243
"vegetable","vegetable; greens",492,2237
"open","open, wide open, gaping",119,2236
"near","near, neighboring",104,2236
"throat","The neck or throat.",435,2235
"speech","something spoken: speech, story, song",349,2232
"cell","cell, room, chamber",428,2230
"warty","warty",67,2228
"smoking","smoking, steaming, fuming",267,2228
"together","together, simultaneously, at the same time",565,2228
"form","apocopic form of μαῖα (maîa)",637,2224
"town","a town in Mysia, mentioned by Pliny",420,2221
"then","then, next",411,2220
"sun","disk of the sun",307,2216
"gas","gas (state of matter)",570,2216
"hook","hook, barb",463,2212
"long","for a long time",503,2211
"oats","oats",148,2209
"dish","dish, pot, pan, basin",132,2208
"honor","to pay honour to a person",391,2207
"active","Derives adjectives with an active or transitive meaning, sometimes even taking a direct object.",76,2203
"horned","horned, having horns",5,2201
"few","few, several",301,2201
"load","load, burden, freight",228,2194
"feather","feather, especially a down feather",305,2194
"lizard","lizard",227,2189
"fan","A small (hand-held) fan, especially for keeping off flies.",168,2189
"brick","brick, tile",485,2189
"head","head; face",543,2186
"opposite","over against, face to face",349,2183
"erect","erected, made upright, raised, having been set up",3,2180
"smell","to smell (i.e. exude a scent) [with genitive]",394,2179
"ashes","ashes, as of the funeral pyre.",293,2168
"chest","large chest, coffer",284,2164
"silently","silently",335,2158
"band","band",209,2157
"similar","Resembling; having the likeness of (usually including the concept of not being the same despite the likeness, but counterexamples exist).",471,2156
"tribe","A tribe of Gedrosia mentioned by Pliny",246,2154
"hut","wooden dwelling, hut",375,2154
"before","Before; physically in front of.",574,2150
"charming","charming, friendly, lovely, pleasing, comely, beautiful, elegant",6,2147
"weak","weak, frail, feeble",74,2140
"wise","wise, prudent, judicious, sagacious",6,2137
"joke","a joke, jest",210,2136
"hut","hut, cottage, cabin",486,2133
"words","contracted nominative/accusative/vocative plural of ἔπος (épos)",353,2128
"offspring","That which is begotten: child, grandchild, offspring",225,2127
"leather","leather",35,2126
"whale","whale",24,2124
"clitoris","clitoris",224,2122
"five","five; 5",317,2121
"bog","slough, bog, fen",538,2120
"dirty","dirty, filthy, nasty",91,2119
"common","common",350,2119
"scale","horny scale (opposed to λεπίς (lepís), used of fish's scales)",177,2113
"snout","snout, the nose of an animal, muzzle",53,2111
"vessel","vessel, container, dish",572,2111
"rush","a rush, bulrush",48,2109
"carving","carving, carved work",297,2109
"arrange","to arrange, order, contrive, design",203,2104
"grain","a grain (esp. a glittering one: of salt, marble, etc.), crumb",209,2102
"threadlike","threadlike",7,2097
"peninsula","a peninsula in eastern Egypt, bordering Asia.",355,2097
