word,kind,described,traits,name,why
Celtis,genus,"Tree with lopsided toothed leaves on three main veins, and grey bark broken into corky warts and ridges that get rougher with age. Small sweet drupes with a crunchy stone that the birds take through winter.","grey bark in corky warts and ridges; lopsided three-veined leaf; small sweet stone fruit; birds strip it","wart + bark","The warty corky bark is there in every season and on every age of tree, and it is what the hand finds. The leaf is lopsided but so is the elm beside it."
Zingiber,genus,"Reed-like leafy stems from a knobbly branching rhizome that lies just under the soil. Cut it and the smell is sharp and warm and the taste burns the back of the mouth. It is dug green or dried and ground, and there is hardly a kitchen without it.","knobbly branching rhizome; sharp warm pungent burn; reed-like leafy stem; in every kitchen","hot + root","The heat of the root is the whole point of the plant and is what every use turns on. It sits beside the other named roots, bitter, dark and strong, and is told apart from all of them."
Rhodiola,genus,"Succulent of high cold rock and arctic ledge, with fleshy blue-green leaves crowded on short stems rising from a thick woody rootstock. Cut that rootstock and it smells clearly of roses. Dug and dried against cold, altitude and exhaustion.","root that smells of roses when cut; fleshy blue-green succulent leaf; high cold rock ledge; taken against exhaustion","rose + root","The Latin says rose and the smell is real, unexpected and unmistakable on a bare mountain. It is also exactly the part that is dug, so the name says what is gathered."
Pueraria,genus,"Legume vine that grows a hand's width in a day and buries a hillside, shrub and tree under one unbroken sheet of trifoliate leaves. Purple pea flowers that smell of grapes. Under it all a tuber the size of a man, dug and washed for a fine white starch, and the stem stripped for cloth fibre.","enormous starchy tuber washed for white flour; grows fast enough to bury a hillside; trifoliate leaf; grape-scented purple flower","flour + vine","The washed starch is what the plant is grown and dug for, and vine says how it gets there. Smothering is the more striking sight but it is a habit of a dozen climbers."
Alpinia,genus,"Ginger-family, tall leafy canes standing in forest shade, with showy white and red flowers carrying one large flared lip, and a red or orange capsule. The rhizome is aromatic and sharp and is used as a spice where ginger is not grown.","aromatic sharp rhizome; tall leafy cane; large flared flower lip; red capsule; forest shade","wild + ginger","Chinese shan jiang is mountain ginger: the same hot root growing untended on a hillside rather than in a bed. Wild carries that, and the root does the rest."
Hedychium,genus,"Tall leafy canes from a shallow rhizome, topped by a spike of large flowers, mostly pure white, some orange, that open towards dusk. The scent is heavy and sweet and fills a whole garden after dark, and the flower spike looks like snow caught on the stem.","large pure white flower opening at dusk; heavy sweet night scent; spike like caught snow; tall leafy cane","sweet + snow","The Latin is hedys and chion, sweet snow, and both halves are literally true: the scent and the white spike. Nothing needs adding and nothing can be taken away."
Caragana,genus,"Spiny legume shrub of dry steppe and desert edge, with small paired leaflets whose midrib hardens and stays on as a spine when the leaflets drop. Bright yellow pea flowers, then slender pods that twist and crack open in the heat. Planted in rows to hold back the sand.","leaf midrib hardening into a spine; small paired leaflets; bright yellow pea flower; pods that twist and snap; dry steppe","thorn + pea","A pea flower on a thorn bush is the whole plant, and the thorn is the leaf itself left behind, which is the character the genus is built on."
Litsea,genus,"Laurel-family tree or shrub with smooth aromatic leaves. Crush a leaf or a green fruit and the smell is sharp citrus, closer to lemongrass than to any laurel. The peppery little fruits are dried as a spice and pressed for a clear scented oil.","sharp lemon smell from leaf and fruit; laurel-family tree; peppery dried fruit as spice; scented oil","lemon + wood","The citrus smell out of a tree that looks nothing like a citrus is the surprise and the identity, and it is what the fruit is harvested for."
Carex,genus,"The largest plant genus here. Grass-like, but roll a stem between finger and thumb and it is solid and THREE-SIDED, with leaves in three ranks whose edges are saw-toothed enough to cut a hand drawn along them. Male and female spikes separate, and every seed sits sealed in its own little sac. Wet ground, everywhere on earth.","solid three-sided stem; leaves in three ranks; saw edges that cut; seed sealed in a sac; wet ground","edge + grass","Sedges have edges is the first thing anyone is taught about them, the triangular stem is on every one of the 561 species, and it is felt rather than looked for."
Rhododendron,genus,"Shrub to small tree of mountain thicket, leaves thick and leathery with rusty scales or felt beneath, and in spring the whole plant vanishes under trusses of wide bell flowers. The nectar is poisonous and honey made from it turns men mad.","thick leathery leaf, rusty beneath; trusses of wide bell flowers covering the plant; mountain thicket; poisonous nectar","rose + tree","The Latin says rose tree and means it: a woody plant carrying flowers on the scale of a rose. The corpus read it as oleander, which is a different shrub entirely and already has the word."
Corydalis,genus,"Delicate herb with finely cut blue-grey leaves, carrying racemes of tubular flowers each drawn backwards into a long hollow SPUR. Purple, yellow or sky blue. The tuber is dug and dried against pain.","long backward spur on every flower; finely cut blue-grey leaf; raceme; tuber dug for pain","spur + flower","The spur is on every flower of every species and is what the Latin was reaching for with the lark's crest. Naming it for the bird put a lark into 340 plant names."
Primula,genus,"Rosette of crinkled leaves lying flat on the ground, and from the middle a bare stalk holding an umbel of flat five-lobed flowers. It opens with the first warmth, often while snow still lies in the hollows.","opens with the first warmth of spring; flat rosette of crinkled leaves; umbel on a bare stalk; flat five-lobed flower","spring + flower","Chinese bao chun hua is announce-spring flower. First, which the Latin reduces to, says nothing a person could use and was shared with Primulina over 536 species."
