word,domains,heads,where
islamic,11,20,"noun.group noun.location adj.pert noun.time medicine.all"
municipal,11,20,"adj.pert adj.all noun.possession noun.location noun.group"
rural,11,20,"adj.all noun.location noun.communication environment medicine.all"
aside,11,19,"noun.communication adv.all verb.communication verb.possession verb.motion"
buck,11,19,"noun.person noun.animal noun.act noun.artifact noun.possession"
byzantine,11,19,"adj.pert adj.all noun.person noun.group noun.location"
essential,11,19,"adj.all adj.pert noun.object noun.substance noun.cognition"
pat,11,19,"adj.all noun.event noun.act adv.all verb.contact"
berlin,11,18,"noun.location noun.person noun.act noun.food noun.artifact"
chile,11,18,"noun.location noun.animal noun.plant noun.object noun.food"
underground,11,18,"noun.act adj.all noun.group noun.artifact adv.all"
automobile,11,17,"noun.artifact verb.motion noun.person noun.group noun.possession"
impression,11,17,"noun.cognition noun.attribute noun.shape noun.communication noun.artifact"
cerebral,11,15,"noun.body adj.all adj.pert noun.state noun.phenomenon"
dispersion,11,15,"noun.event noun.attribute noun.act noun.substance disease"
distal,11,15,"adj.all noun.state anatomy disease quality"
rally,11,15,"noun.group noun.act noun.process noun.event verb.contact"
responsive,11,15,"adj.pert adj.all anatomy disease quality"
acceptance,11,14,"noun.cognition noun.act noun.state noun.communication noun.possession"
contour,11,14,"noun.communication noun.attribute noun.cognition verb.creation noun.animal"
dab,11,14,"noun.food noun.act noun.quantity verb.contact verb.consumption"
missouri,11,14,"noun.object noun.location noun.person noun.communication noun.plant"
panama,11,14,"noun.object noun.location noun.artifact noun.plant medicine.all"
ramp,11,14,"noun.artifact noun.plant verb.stative verb.possession verb.perception"
retrograde,11,14,"adj.all verb.motion verb.communication verb.change noun.cognition"
southeast,11,14,"noun.group noun.location noun.relation adv.all adj.all"
airway,11,13,"noun.artifact noun.location noun.body anatomy disease"
articulation,11,13,"noun.communication noun.shape noun.body noun.act anatomy"
histamine,11,13,"noun.body noun.artifact noun.state anatomy disease"
inorganic,11,13,"adj.all noun.cognition noun.substance anatomy disease"
parity,11,13,"noun.cognition noun.state noun.relation noun.quantity noun.attribute"
penetration,11,13,"noun.act noun.cognition noun.attribute noun.artifact disease"
preference,11,13,"noun.feeling noun.cognition noun.attribute noun.possession disease"
rum,11,13,"noun.food noun.plant noun.artifact adj.all noun.state"
shank,11,13,"noun.food noun.body noun.artifact noun.animal noun.act"
ethnic,11,12,"adj.all noun.person noun.act noun.group noun.communication"
geological,11,12,"adj.pert noun.act noun.time noun.object noun.location"
judicial,11,12,"adj.all adj.pert noun.cognition noun.communication noun.group"
medial,11,12,"adj.all noun.body anatomy disease quality"
rap,11,12,"noun.communication noun.event noun.act verb.contact verb.perception"
triangular,11,12,"adj.all noun.artifact noun.shape anatomy disease"
alveolar,11,11,"adj.pert noun.communication noun.body noun.state anatomy"
annular,11,11,"adj.all noun.event noun.state anatomy disease"
armenian,11,11,"adj.pert noun.person noun.communication noun.group noun.quantity"
aviation,11,11,"noun.group noun.cognition noun.act environment medicine.mesh"
carbonyl,11,11,"adj.pert noun.substance geology.mineral anatomy disease"
nodular,11,11,"adj.pert adj.all geology.lithology_attribute geology.rock anatomy"
pathological,11,11,"adj.pert adj.all noun.process noun.state disease"
recreational,11,11,"adj.pert adj.all noun.artifact environment medicine.all"
tug,11,11,"noun.act noun.artifact noun.event verb.contact verb.social"
volunteer,11,11,"noun.group noun.person noun.location adj.all verb.communication"
castor,11,10,"noun.object noun.animal noun.artifact noun.plant noun.food"
celestial,11,10,"noun.cognition noun.location adj.pert adj.all noun.object"
draught,11,10,"noun.food noun.act noun.phenomenon noun.attribute noun.artifact"
garland,11,10,"noun.person noun.location noun.communication noun.artifact verb.creation"
georgian,11,10,"adj.pert noun.person noun.communication noun.quantity medicine.all"
hawaiian,11,10,"adj.pert noun.communication noun.person noun.location noun.act"
horseshoe,11,10,"noun.animal noun.object noun.artifact verb.possession noun.plant"
jamaica,11,10,"noun.location noun.food noun.plant noun.artifact medicine.all"
moor,11,10,"noun.location noun.act noun.person noun.animal noun.object"
mop,11,10,"noun.artifact adj.all verb.contact verb.body noun.act"
nick,11,10,"noun.person adv.all noun.attribute noun.artifact noun.act"
blush,11,9,"adv.all noun.artifact noun.state noun.act verb.body"
brussels,11,9,"noun.location noun.food noun.artifact noun.animal noun.plant"
cervical,11,9,"adj.pert noun.body noun.artifact noun.state anatomy"
dorsal,11,9,"adj.all noun.animal noun.body anatomy disease"
frank,11,9,"noun.person adj.all noun.food noun.communication verb.contact"
gambling,11,9,"adj.all noun.act noun.artifact noun.communication noun.cognition"
kentucky,11,9,"noun.location noun.event noun.animal noun.plant noun.food"
mare,11,9,"noun.person noun.act noun.animal noun.object noun.body"
people's,11,9,"noun.location noun.group medicine.sign medicine.all medicine.mesh"
savings,11,9,"noun.time noun.cognition noun.group noun.possession noun.artifact"
vitreous,11,9,"adj.pert adj.all noun.body noun.substance anatomy"
canton,11,8,"noun.location noun.object noun.artifact noun.plant verb.stative"
maternal,11,8,"adj.all adj.pert noun.relation noun.communication noun.attribute"
reactive,11,8,"noun.substance adj.all noun.state disease environment"
aluminium,11,7,"noun.substance noun.artifact geology.gem_material geology.mineral geology.rock"
bulgarian,11,7,"adj.pert noun.person noun.communication noun.location noun.quantity"
cambodian,11,7,"adj.pert noun.person noun.location noun.quantity medicine.all"
den,11,7,"noun.location noun.group noun.artifact noun.person disease"
esophageal,11,7,"adj.pert noun.state noun.body anatomy disease"
maltese,11,7,"adj.pert noun.person noun.communication noun.animal noun.artifact"
migratory,11,7,"adj.all noun.animal anatomy disease quality"
serous,11,7,"adj.pert noun.body anatomy disease quality"
alkaline,11,6,"adj.all noun.substance anatomy disease quality"
electrostatic,11,6,"adj.pert noun.phenomenon noun.artifact noun.process noun.quantity"
linguistic,11,6,"adj.pert noun.communication noun.attribute noun.cognition noun.act"
philippine,11,6,"adj.pert noun.communication noun.location noun.act noun.plant"
reciprocal,11,6,"noun.cognition adj.all noun.act noun.relation noun.quantity"
aqueous,11,5,"adj.pert adj.all noun.body noun.substance anatomy"
intrinsic,11,5,"adj.all noun.substance noun.act anatomy disease"
maria,11,5,"noun.communication noun.person noun.act noun.plant noun.location"
muscular,11,5,"noun.state adj.pert adj.all noun.act noun.body"
nile,11,5,"noun.object noun.communication noun.animal noun.state noun.plant"
stratified,11,5,"adj.all noun.communication noun.cognition noun.act anatomy"
subcutaneous,11,5,"adj.pert noun.act noun.cognition anatomy disease"
amino,11,4,"adj.pert noun.substance anatomy disease chemistry"
catalytic,11,4,"adj.pert noun.artifact anatomy disease quality"
democratic,11,4,"noun.group adj.pert noun.location adj.all medicine.all"
digestive,11,4,"adj.pert noun.substance noun.body anatomy disease"
isle,11,4,"noun.plant noun.location noun.object noun.artifact medicine.all"
pia,11,4,"noun.plant noun.body anatomy disease medicine.sign"
refractive,11,4,"adj.pert adj.all noun.relation anatomy disease"
semicircular,11,4,"adj.all noun.artifact noun.body anatomy disease"
tufted,11,4,"adj.all noun.plant noun.animal anatomy disease"
adaptive,11,3,"adj.all noun.event anatomy disease cell"
adrenergic,11,3,"adj.pert noun.artifact noun.act noun.body anatomy"
bony,11,3,"adj.all adj.pert noun.animal noun.body anatomy"
carboxylic,11,3,"adj.pert noun.substance anatomy disease chemistry"
cartilaginous,11,3,"adj.pert adj.all noun.animal noun.body anatomy"
highly,11,3,"adj.all adv.all noun.artifact disease environment"
glandular,11,2,"adj.pert noun.plant noun.state anatomy disease"
neuromuscular,11,2,"noun.state adj.pert noun.substance noun.body anatomy"
adipose,11,1,"adj.all noun.body noun.state anatomy disease"
afro,11,1,"adj.all noun.person adj.pert noun.communication noun.location"
anglo,11,1,"noun.person noun.cognition noun.communication noun.artifact adj.pert"
cerebrospinal,11,1,"adj.pert noun.state noun.body anatomy disease"
uterine,11,1,"adj.pert noun.body noun.act anatomy disease"
ester,10,3196,"noun.substance anatomy disease chemistry environment"
chloride,10,1062,"noun.substance noun.artifact geology.mineral disease environment"
epithelium,10,608,"noun.body anatomy disease plant-part cell"
ether,10,579,"noun.artifact noun.substance noun.communication disease chemistry"
inhibitor,10,526,"noun.artifact noun.substance anatomy disease chemistry"
amine,10,409,"noun.substance anatomy disease chemistry cell"
nitrate,10,230,"noun.artifact noun.substance verb.change noun.animal disease"
mucosa,10,158,"noun.plant noun.body anatomy disease cell"
glycine,10,156,"noun.plant noun.substance disease chemistry environment"
alba,10,147,"noun.plant noun.animal noun.state noun.body noun.substance"
ala,10,143,"noun.location noun.body noun.animal anatomy disease"
glucose,10,142,"noun.substance noun.cognition anatomy disease chemistry"
obstruction,10,141,"noun.state noun.artifact noun.cognition noun.act disease"
involvement,10,133,"noun.act noun.relation noun.cognition noun.state disease"
taurus,10,131,"noun.animal noun.person noun.object noun.location disease"
cataract,10,121,"noun.object noun.state noun.act disease medicine.sign"
epidermis,10,106,"noun.body anatomy disease plant-part cell"
textile,10,104,"adj.pert noun.artifact noun.plant environment medicine.all"
situ,10,101,"noun.state adj.all adv.all noun.act disease"
recombinant,10,92,"adj.pert noun.animal noun.substance noun.cognition noun.body"
cabinet,10,90,"noun.group noun.artifact noun.person noun.act noun.substance"
retina,10,82,"noun.body noun.state anatomy disease cell"
bovine,10,81,"adj.pert adj.all noun.animal noun.state disease"
precursor,10,81,"noun.substance noun.person noun.communication anatomy disease"
retardation,10,77,"noun.cognition noun.attribute noun.time noun.object noun.act"
follicle,10,75,"noun.body noun.substance noun.state anatomy disease"
methyl,10,69,"noun.artifact noun.substance disease chemistry environment"
thymus,10,65,"noun.plant noun.body anatomy disease cell"
stimulation,10,64,"noun.cognition noun.act noun.process anatomy disease"
unilateral,10,58,"adj.all noun.communication noun.relation noun.state disease"
medulla,10,57,"noun.body noun.substance anatomy disease cell"
plaque,10,56,"noun.body noun.artifact anatomy disease physics.unit"
acquisition,10,49,"noun.act noun.possession noun.cognition noun.communication noun.artifact"
parenchyma,10,48,"noun.body noun.plant anatomy disease plant-part"
prevention,10,48,"noun.group noun.act noun.possession anatomy medicine.all"
segregation,10,48,"noun.group noun.cognition noun.process noun.act anatomy"
lantern,10,47,"noun.artifact noun.plant noun.phenomenon noun.animal adj.all"
interference,10,45,"noun.communication noun.act noun.event noun.artifact noun.phenomenon"
extraction,10,42,"noun.process noun.attribute noun.act noun.artifact environment"
insulin,10,41,"noun.body noun.state noun.act anatomy disease"
campaign,10,40,"noun.act noun.event verb.competition verb.social noun.artifact"
assistance,10,39,"noun.group noun.act noun.attribute noun.possession medicine.all"
ribose,10,38,"noun.substance anatomy disease chemistry environment"
silicate,10,38,"noun.artifact noun.substance geology.mineral geology.rock disease"
fascia,10,36,"noun.body noun.artifact anatomy disease medicine.sign"
alarm,10,35,"noun.feeling noun.artifact noun.communication verb.emotion verb.communication"
degradation,10,35,"noun.act noun.state disease environment medicine.sign"
ownership,10,35,"noun.possession noun.cognition noun.act noun.state medicine.all"
placement,10,35,"noun.attribute noun.act noun.group disease quality"
regression,10,34,"noun.cognition noun.state noun.process noun.act disease"
uptake,10,34,"noun.cognition noun.process noun.act anatomy disease"
adjustment,10,33,"noun.event noun.act noun.process noun.possession disease"
elongation,10,33,"noun.attribute noun.artifact noun.act anatomy disease"
estate,10,33,"noun.group noun.possession noun.person noun.artifact noun.location"
participation,10,33,"noun.act noun.possession noun.state medicine.sign medicine.all"
ultrasound,10,33,"noun.phenomenon noun.act noun.artifact disease environment"
preservation,10,32,"noun.act noun.state noun.process noun.event disease"
tack,10,32,"noun.artifact noun.location noun.act verb.contact verb.motion"
collagen,10,31,"noun.body anatomy disease cell environment"
regulator,10,31,"noun.body noun.artifact noun.substance noun.person anatomy"
revolution,10,30,"noun.act noun.event noun.time noun.shape medicine.all"
stall,10,30,"noun.artifact adj.all noun.event noun.act verb.stative"
league,10,29,"noun.group noun.act adj.all noun.quantity verb.change"
railroad,10,29,"noun.act noun.artifact verb.social verb.possession verb.motion"
colloid,10,28,"noun.substance geology.grain_size anatomy disease quality"
