name_code,latin,chinese,pinyin,literal,tune,from,half,open,said_genus,said_species
T20171000000524,"Encalypta tibetana","大帽藓属西藏大帽藓","dà mào xiǎn shǔ xī zàng dà mào xiǎn","enfolding | west + hoard","mug webhord","latin","","","mug","webhord"
T20171000000525,"Encalypta vulgaris","大帽藓属钝叶大帽藓","dà mào xiǎn shǔ dùn yè dà mào xiǎn","enfolding | common","mug saus","latin","","","mug","saus"
T20171000000531,"Entosthodon buseanus","梨蒴藓属钝叶梨蒴藓","lí shuò xiǎn shǔ dùn yè lí shuò xiǎn","within + bird + gift | cattle","sexwoqgift lauf","latin","","","sexwoqgift","lauf"
T20171000000534,"Entosthodon gracilis","梨蒴藓属纤细梨蒴藓","lí shuò xiǎn shǔ xiān xì lí shuò xiǎn","within + bird + gift | slender","sexwoqgift slaz","latin","","","sexwoqgift","slaz"
T20171000000537,"Entosthodon physcomitrioides","梨蒴藓属立碗梨蒴藓","lí shuò xiǎn shǔ lì wǎn lí shuò xiǎn","within + bird + gift | born + politely + violet","sexwoqgift bornmojraiqk","latin","","","sexwoqgift","bornmojraiqk"
T20171000000539,"Entosthodon wichurae","梨蒴藓属尖叶梨蒴藓","lí shuò xiǎn shǔ jiān yè lí shuò xiǎn","within + bird + gift | sharp + leaf","sexwoqgift wemplif","chinese","","","sexwoqgift","wemplif"
T20171000000543,"Funaria americana","葫芦藓属美洲葫芦藓","hú lu xiǎn shǔ měi zhōu hú lu xiǎn","funicular | beautiful + continent","Cent hajnetx","chinese","","","Cent","hajnetx"
T20171000000545,"Funaria attenuata","葫芦藓属狭叶葫芦藓","hú lu xiǎn shǔ xiá yè hú lu xiǎn","funicular | thin","Cent cin","latin","","","Cent","cin"
T20171000000549,"Funaria discelioides","葫芦藓属直蒴葫芦藓","hú lu xiǎn shǔ zhí shuò hú lu xiǎn","funicular | not + beer","Cent fizkakt","latin","","","Cent","fizkakt"
T20171000000550,"Funaria hygrometrica","葫芦藓属葫芦藓","hú lu xiǎn shǔ hú lu xiǎn","bottle-gourd + reed + moss","hoivgordkwolmos","chinese","","metrical","Cent",""
T20171000000557,"Funaria japonica","葫芦藓属日本葫芦藓","hú lu xiǎn shǔ rì běn hú lu xiǎn","funicular | sun + begin + land","Cent sanriCland","latin","","","Cent","sanriCland"
T20171000000559,"Funaria microstoma","葫芦藓属小口葫芦藓","hú lu xiǎn shǔ xiǎo kǒu hú lu xiǎn","funicular | tiny + mouth","Cent vecmuc","latin","","","Cent","vecmuc"
T20171000000561,"Funaria muhlenbergii","葫芦藓属刺边葫芦藓","hú lu xiǎn shǔ cì biān hú lu xiǎn","funicular | thorn + edge","Cent corndaj","chinese","","","Cent","corndaj"
T20171000000567,"Funaria orthocarpa","葫芦藓属西藏葫芦藓","hú lu xiǎn shǔ xī zàng hú lu xiǎn","funicular | perpendicular + part","Cent ditpar","latin","","","Cent","ditpar"
T20171000000568,"Funaria pilifera","葫芦藓属毛尖葫芦藓","hú lu xiǎn shǔ máo jiān hú lu xiǎn","funicular | hair + to bear","Cent cexritbav","latin","","","Cent","cexritbav"
T20171000000576,"Physcomitrium coorgense","立碗藓属狭叶立碗藓","lì wǎn xiǎn shǔ xiá yè lì wǎn xiǎn","born + politely | narrow + leaf","bornmoj woiqlif","chinese","","","bornmoj","woiqlif"
T20171000000577,"Physcomitrium courtoisii","立碗藓属江岸立碗藓","lì wǎn xiǎn shǔ jiāng àn lì wǎn xiǎn","born + politely | river + shore","bornmoj wigdlaix","chinese","","","bornmoj","wigdlaix"
T20171000000578,"Physcomitrium eurystomum","立碗藓属红蒴立碗藓","lì wǎn xiǎn shǔ hóng shuò lì wǎn xiǎn","born + politely | wide + mouth","bornmoj puqmuc","latin","","","bornmoj","puqmuc"
T20171000000586,"Physcomitrium japonicum","立碗藓属日本立碗藓","lì wǎn xiǎn shǔ rì běn lì wǎn xiǎn","born + politely | sun + begin + land","bornmoj sanriCland","latin","","","bornmoj","sanriCland"
T20171000000594,"Physcomitrium pyriforme","立碗藓属梨蒴立碗藓","lì wǎn xiǎn shǔ lí shuò lì wǎn xiǎn","born + politely | fiery + shape","bornmoj wejfiq","latin","","","bornmoj","wejfiq"
T20171000000596,"Physcomitrium repandum","立碗藓属匍生立碗藓","lì wǎn xiǎn shǔ pú shēng lì wǎn xiǎn","born + politely | upturned","bornmoj tunted","latin","","","bornmoj","tunted"
T20171000000598,"Physcomitrium sinensisphaericum","立碗藓属中华立碗藓","lì wǎn xiǎn shǔ zhōng huá lì wǎn xiǎn","born + politely | Chinese + ball","bornmoj bal","latin","","","bornmoj","bal"
T20171000000599,"Physcomitrium sphaericum","立碗藓属立碗藓","lì wǎn xiǎn shǔ lì wǎn xiǎn","born + politely | spherical","bornmoj swif","latin","","","bornmoj","swif"
T20171000000605,"Drummondia prorepens","木衣藓属","mù yī xiǎn shǔ","bark + moss | supportive + creeping","barkmos meCnand","latin","","","barkmos","meCnand"
T20171000000606,"Drummondia sinensis","木衣藓属中华木衣藓","mù yī xiǎn shǔ zhōng huá mù yī xiǎn","bark + moss | middle + land","barkmos modland","latin","","","barkmos","modland"
T20171000000612,"Drummondia thomsonii","木衣藓属西南木衣藓","mù yī xiǎn shǔ xī nán mù yī xiǎn","bark + moss","","latin","barkmos","","barkmos",""
T20171000000617,"Bryoxiphium norvegicum","虾藓属虾藓","xiā xiǎn shǔ xiā xiǎn","shrimp + moss","slegmos","chinese","","","mosculformduzfliz",""
T20171000000627,"Blindia acuta","小穗藓属小穗藓","xiǎo suì xiǎn shǔ xiǎo suì xiǎn","small + ear + moss | sharp","smolnulmos wemp","chinese","","","smolnulmos","wemp"
T20171000000629,"Blindia campylopodioides","小穗藓属短胞小穗藓","xiǎo suì xiǎn shǔ duǎn bāo xiǎo suì xiǎn","small + ear + moss | bent + foot + resembling","smolnulmos xondpof","chinese","","","smolnulmos","xondpof"
T20171000000631,"Blindia japonica","小穗藓属东亚小穗藓","xiǎo suì xiǎn shǔ dōng yà xiǎo suì xiǎn","small + ear + moss | sun + begin + land","smolnulmos sanriCland","chinese","","","smolnulmos","sanriCland"
T20171000000634,"Brachydontium trichodes","短齿藓属短齿藓","duǎn chǐ xiǎn shǔ duǎn chǐ xiǎn","short + gift + Tium | hair","xortgift cex","latin","","","xortgift","cex"
T20171000000646,"Campylostelium saxicola","小缩叶藓属小缩叶藓","xiǎo suō yè xiǎn shǔ xiǎo suō yè xiǎn","small + contract + leaf + moss | rock + to inhabit","smolryaimlifmos rakritfraz","chinese","","finished","smolryaimlifmos","rakritfraz"
T20171000000650,"Indusiella thianschanica","旱藓属旱藓","hàn xiǎn shǔ hàn xiǎn","drought + moss | dash + Hanse + mouth + collection","drautmos xoqkwikmuclok","chinese","","undergarment","drautmos","xoqkwikmuclok"
T20171000000653,"Jaffueliobryum wrightii","缨齿藓属缨齿藓","yīng chǐ xiǎn shǔ yīng chǐ xiǎn","chin strap + tooth + moss","nolprstraptucmos","chinese","","","nolprstraptucmos",""
T20171000000659,"Ptychomitrium dentatum","缩叶藓属齿边缩叶藓","suō yè xiǎn shǔ chǐ biān suō yè xiǎn","winnower + mound + cake | toothed","grenwindmaundxoC tuc","latin","","","grenwindmaundxoC","tuc"
T20171000000661,"Ptychomitrium fauriei","缩叶藓属东亚缩叶藓","suō yè xiǎn shǔ dōng yà suō yè xiǎn","winnower + mound + cake | east","grenwindmaundxoC rog","chinese","","","grenwindmaundxoC","rog"
T20171000000664,"Ptychomitrium formosicum","缩叶藓属台湾缩叶藓","suō yè xiǎn shǔ tái wān suō yè xiǎn","winnower + mound + cake | beauty + island","grenwindmaundxoC hajlizg","latin","","","grenwindmaundxoC","hajlizg"
T20171000000665,"Ptychomitrium gardneri","缩叶藓属多枝缩叶藓","suō yè xiǎn shǔ duō zhī suō yè xiǎn","winnower + mound + cake | many + branch","grenwindmaundxoC lixbrantx","chinese","","","grenwindmaundxoC","lixbrantx"
T20171000000670,"Ptychomitrium linearifolium","缩叶藓属狭叶缩叶藓","suō yè xiǎn shǔ xiá yè suō yè xiǎn","winnower + mound + cake | linear + leaf","grenwindmaundxoC lanliklif","latin","","","grenwindmaundxoC","lanliklif"
T20171000000671,"Ptychomitrium mamillosum","缩叶藓属疣胞缩叶藓","suō yè xiǎn shǔ yóu bāo suō yè xiǎn","winnower + mound + cake | breast","grenwindmaundxoC brest","latin","","","grenwindmaundxoC","brest"
T20171000000672,"Ptychomitrium sinense","缩叶藓属中华缩叶藓","suō yè xiǎn shǔ zhōng huá suō yè xiǎn","winnower + mound + cake | middle + land","grenwindmaundxoC modland","latin","","","grenwindmaundxoC","modland"
T20171000000677,"Ptychomitrium tortula","缩叶藓属扭叶缩叶藓","suō yè xiǎn shǔ niǔ yè suō yè xiǎn","winnower + mound + cake | small twist","grenwindmaundxoC smoltwist","latin","","","grenwindmaundxoC","smoltwist"
T20171000000683,"Ptychomitrium wilsonii","缩叶藓属威氏缩叶藓","suō yè xiǎn shǔ wēi shì suō yè xiǎn","winnower + mound + cake","","latin","grenwindmaundxoC","","grenwindmaundxoC",""
T20171000000686,"Ptychomitrium yulongshanum","缩叶藓属玉龙缩叶藓","suō yè xiǎn shǔ yù lóng suō yè xiǎn","winnower + mound + cake | jade + dragon","grenwindmaundxoC gromcuzb","chinese","","","grenwindmaundxoC","gromcuzb"
T20171000000689,"Bucklandiella albipilifera","矮齿藓属长毛矮齿藓","ǎi chǐ xiǎn shǔ cháng máo ǎi chǐ xiǎn","short + tooth + moss | white + hair + to bear","xortucmos wiqcexritbav","chinese","","","xortucmos","wiqcexritbav"
T20171000000692,"Bucklandiella angustifolia","矮齿藓属狭叶矮齿藓","ǎi chǐ xiǎn shǔ xiá yè ǎi chǐ xiǎn","short + tooth + moss | narrow + leaf","xortucmos woiqlif","chinese","","","xortucmos","woiqlif"
T20171000000694,"Bucklandiella crispula","矮齿藓属爪哇矮齿藓","ǎi chǐ xiǎn shǔ zhǎo wā ǎi chǐ xiǎn","short + tooth + moss | curling + little","xortucmos hauxcij","chinese","","","xortucmos","hauxcij"
T20171000000697,"Bucklandiella cucullatula","矮齿藓属兜叶矮齿藓","ǎi chǐ xiǎn shǔ dōu yè ǎi chǐ xiǎn","short + tooth + moss | hooded + little","xortucmos hudcij","chinese","","","xortucmos","hudcij"
T20171000000699,"Bucklandiella subsecunda","矮齿藓属偏叶矮齿藓","ǎi chǐ xiǎn shǔ piān yè ǎi chǐ xiǎn","short + tooth + moss | under + female name","xortucmos mix","chinese","","","xortucmos","mix"
T20171000000707,"Bucklandiella sudetica","矮齿藓属高山矮齿藓","ǎi chǐ xiǎn shǔ gāo shān ǎi chǐ xiǎn","short + tooth + moss | stake","xortucmos daig","chinese","","","xortucmos","daig"
T20171000000717,"Bucklandiella verrucosa","矮齿藓属","ǎi chǐ xiǎn shǔ","short + tooth + moss | warty","xortucmos laigd","chinese","","","xortucmos","laigd"
T20171000000721,"Codriophorus acicularis","无尖藓属无尖藓","wú jiān xiǎn shǔ wú jiān xiǎn","portion + Io + to bear | pin + arum","portritbav jifkpujplant","latin","","","portritbav","jifkpujplant"
T20171000000735,"Codriophorus carinatus","无尖藓属短无尖藓","wú jiān xiǎn shǔ duǎn wú jiān xiǎn","portion + Io + to bear | short","portritbav xort","chinese","","","portritbav","xort"
T20171000000743,"Coscinodon cribrosus","筛齿藓属筛齿藓","shāi chǐ xiǎn shǔ shāi chǐ xiǎn","sieve + tooth | small + opening","sivtuc smolblez","folk","","sift","sivtuc","smolblez"
T20171000000747,"Grimmia anodon","紫萼藓属无齿紫萼藓","zǐ è xiǎn shǔ wú chǐ zǐ è xiǎn","purple + calyx + moss | not + tooth","pinxaflyugmos fiztuc","chinese","","","pinxaflyugmos","fiztuc"
T20171000000752,"Grimmia atrata","紫萼藓属黑色紫萼藓","zǐ è xiǎn shǔ hēi sè zǐ è xiǎn","purple + calyx + moss | black","pinxaflyugmos bul","chinese","","","pinxaflyugmos","bul"
T20171000000754,"Grimmia crinita","紫萼藓属长毛紫萼藓","zǐ è xiǎn shǔ cháng máo zǐ è xiǎn","purple + calyx + moss | hairy","pinxaflyugmos cex","chinese","","","pinxaflyugmos","cex"
T20171000000758,"Grimmia decipiens","紫萼藓属北方紫萼藓","zǐ è xiǎn shǔ běi fāng zǐ è xiǎn","purple + calyx + moss | d + moving","pinxaflyugmos muv","chinese","","","pinxaflyugmos","muv"
T20171000000760,"Grimmia donniana","紫萼藓属卷边紫萼藓","zǐ è xiǎn shǔ juǎn biān zǐ è xiǎn","purple + calyx + moss | curled + edge","pinxaflyugmos hauxdaj","chinese","","","pinxaflyugmos","hauxdaj"
T20171000000763,"Grimmia elatior","紫萼藓属直叶紫萼藓","zǐ è xiǎn shǔ zhí yè zǐ è xiǎn","purple + calyx + moss | tall + ior","pinxaflyugmos tol","chinese","","","pinxaflyugmos","tol"
T20171000000771,"Grimmia elongata","紫萼藓属长枝紫萼藓","zǐ è xiǎn shǔ cháng zhī zǐ è xiǎn","purple + calyx + moss | prolonged","pinxaflyugmos loq","chinese","","","pinxaflyugmos","loq"
T20171000000774,"Grimmia funalis","紫萼藓属绳茎紫萼藓","zǐ è xiǎn shǔ shéng jīng zǐ è xiǎn","purple + calyx + moss | corded","pinxaflyugmos Cent","chinese","","","pinxaflyugmos","Cent"
T20171000000779,"Grimmia fuscolutea","紫萼藓属尖顶紫萼藓","zǐ è xiǎn shǔ jiān dǐng zǐ è xiǎn","purple + calyx + moss | name + yellow","pinxaflyugmos yul","chinese","","","pinxaflyugmos","yul"
T20171000000784,"Grimmia handelii","紫萼藓属韩氏紫萼藓","zǐ è xiǎn shǔ hán shì zǐ è xiǎn","","","latin","pinxaflyugmos","","pinxaflyugmos",""
T20171000000785,"Grimmia incurva","紫萼藓属卷叶紫萼藓","zǐ è xiǎn shǔ juǎn yè zǐ è xiǎn","purple + calyx + moss | curved","pinxaflyugmos coj","chinese","","","pinxaflyugmos","coj"
T20171000000787,"Grimmia laevigata","紫萼藓属阔叶紫萼藓","zǐ è xiǎn shǔ kuò yè zǐ è xiǎn","purple + calyx + moss | Laevi + tribe","pinxaflyugmos voiC","chinese","","","pinxaflyugmos","voiC"
T20171000000789,"Grimmia longirostris","紫萼藓属近缘紫萼藓","zǐ è xiǎn shǔ jìn yuán zǐ è xiǎn","purple + calyx + moss | long-nosed","pinxaflyugmos loqnoz","chinese","","","pinxaflyugmos","loqnoz"
T20171000000797,"Grimmia macrotheca","紫萼藓属长蒴紫萼藓","zǐ è xiǎn shǔ cháng shuò zǐ è xiǎn","purple + calyx + moss | long + storage space","pinxaflyugmos loqhonpakpes","chinese","","","pinxaflyugmos","loqhonpakpes"
T20171000000799,"Grimmia mammosa","紫萼藓属粗瘤紫萼藓","zǐ è xiǎn shǔ cū liú zǐ è xiǎn","purple + calyx + moss | breast","pinxaflyugmos brest","chinese","","","pinxaflyugmos","brest"
T20171000000800,"Grimmia montana","紫萼藓属高山紫萼藓","zǐ è xiǎn shǔ gāo shān zǐ è xiǎn","purple + calyx + moss | montane","pinxaflyugmos mant","chinese","","","pinxaflyugmos","mant"
T20171000000802,"Grimmia obtusifolia","紫萼藓属钝叶紫萼藓","zǐ è xiǎn shǔ dùn yè zǐ è xiǎn","purple + calyx + moss | struck + leaf","pinxaflyugmos xoqlif","chinese","","","pinxaflyugmos","xoqlif"
T20171000000803,"Grimmia ovalis","紫萼藓属卵叶紫萼藓","zǐ è xiǎn shǔ luǎn yè zǐ è xiǎn","purple + calyx + moss | egg","pinxaflyugmos bigd","chinese","","","pinxaflyugmos","bigd"
T20171000000810,"Grimmia pilifera","紫萼藓属毛尖紫萼藓","zǐ è xiǎn shǔ máo jiān zǐ è xiǎn","purple + calyx + moss | hair + to bear","pinxaflyugmos cexritbav","chinese","","","pinxaflyugmos","cexritbav"
T20171000000816,"Grimmia plagiopodia","紫萼藓属紫萼藓","zǐ è xiǎn shǔ zǐ è xiǎn","purple + calyx + moss | slanted + footlike","pinxaflyugmos slantpof","chinese","","","pinxaflyugmos","slantpof"
T20171000000817,"Grimmia poecilostoma","紫萼藓属多色紫萼藓","zǐ è xiǎn shǔ duō sè zǐ è xiǎn","purple + calyx + moss | many + color","pinxaflyugmos lixglor","chinese","","multicoloured","pinxaflyugmos","lixglor"
T20171000000819,"Grimmia pulvinata","紫萼藓属垫丛紫萼藓","zǐ è xiǎn shǔ diàn cóng zǐ è xiǎn","purple + calyx + moss | cushion-shaped","pinxaflyugmos buxfiq","chinese","","","pinxaflyugmos","buxfiq"
T20171000000826,"Grimmia reflexidens","紫萼藓属厚壁紫萼藓","zǐ è xiǎn shǔ hòu bì zǐ è xiǎn","purple + calyx + moss | reflexed + tooth","pinxaflyugmos bendgoktuc","chinese","","","pinxaflyugmos","bendgoktuc"
T20171000000830,"Grimmia subanodon","紫萼藓属拟无齿紫萼藓","zǐ è xiǎn shǔ nǐ wú chǐ zǐ è xiǎn","purple + calyx + moss | under + knot","pinxaflyugmos mixcuq","chinese","","","pinxaflyugmos","mixcuq"
T20171000000832,"Grimmia tergestina","紫萼藓属南欧紫萼藓","zǐ è xiǎn shǔ nán ōu zǐ è xiǎn","purple + calyx + moss | city","pinxaflyugmos xuq","chinese","","","pinxaflyugmos","xuq"
T20171000000835,"Grimmia unicolor","紫萼藓属厚边紫萼藓","zǐ è xiǎn shǔ hòu biān zǐ è xiǎn","purple + calyx + moss | thick + edge","pinxaflyugmos cikdaj","chinese","","monochrome","pinxaflyugmos","cikdaj"
T20171000000838,"Niphotrichum barbuloides","长齿藓属硬叶长齿藓","cháng chǐ xiǎn shǔ yìng yè cháng chǐ xiǎn","to snow + hair | beard","ritlyuqcex kogd","latin","","","ritlyuqcex","kogd"
T20171000000840,"Niphotrichum canescens","长齿藓属长齿藓","cháng chǐ xiǎn shǔ cháng chǐ xiǎn","to snow + hair | dog + becoming","ritlyuqcex dogxeg","latin","","","ritlyuqcex","dogxeg"
T20171000000845,"Niphotrichum ericoides","长齿藓属长枝长齿藓","cháng chǐ xiǎn shǔ cháng zhī cháng chǐ xiǎn","to snow + hair | heath","ritlyuqcex ponland","latin","","","ritlyuqcex","ponland"
T20171000000852,"Niphotrichum japonicum","长齿藓属东亚长齿藓","cháng chǐ xiǎn shǔ dōng yà cháng chǐ xiǎn","to snow + hair | sun + begin + land","ritlyuqcex sanriCland","latin","","","ritlyuqcex","sanriCland"
T20171000000862,"Racomitrium heterostichum","砂藓属异枝砂藓","shā xiǎn shǔ yì zhī shā xiǎn","insult + turban | somehow + wall","kausxaind zectaqkuC","latin","","","kausxaind","zectaqkuC"
T20171000000865,"Racomitrium himalayanum","砂藓属喜马拉雅砂藓","shā xiǎn shǔ xǐ mǎ lā yǎ shā xiǎn","insult + turban | snow + home","kausxaind yuqhom","latin","","","kausxaind","yuqhom"
T20171000000868,"Racomitrium joseph-hookeri","砂藓属霍氏砂藓","shā xiǎn shǔ huò shì shā xiǎn","insult + turban","","latin","kausxaind","","kausxaind",""
T20171000000869,"Racomitrium laetum","砂藓属多枝砂藓","shā xiǎn shǔ duō zhī shā xiǎn","insult + turban | happy","kausxaind vuv","latin","","","kausxaind","vuv"
T20171000000873,"Racomitrium lanuginosum","砂藓属白毛砂藓","shā xiǎn shǔ bái máo shā xiǎn","insult + turban | woolly","kausxaind baix","latin","","","kausxaind","baix"
T20171000000876,"Racomitrium microcarpum","砂藓属小蒴砂藓","shā xiǎn shǔ xiǎo shuò shā xiǎn","insult + turban | tiny + part","kausxaind vecpar","latin","","","kausxaind","vecpar"
T20171000000883,"Racomitrium nitidulum","砂藓属阔叶砂藓","shā xiǎn shǔ kuò yè shā xiǎn","insult + turban | shining","kausxaind jov","latin","","","kausxaind","jov"
T20171000000887,"Schistidium agassizii","连轴藓属高山连轴藓","lián zhóu xiǎn shǔ gāo shān lián zhóu xiǎn","divided | tall + mountain","piC tolmant","chinese","","","piC","tolmant"
