rock,certainty,syllables,invented,tune,english
hinana,held,3,1,hinan,intertwine
hinana,held,3,1,hirar,hear
hinapa,held,3,1,helav,milk
hinapa,held,3,1,henaf,inflect
hinapa,held,3,1,hinaf,enough
hinapa,held,3,1,hirab,arbitrage
hinata,held,3,1,helas,ice
hinata,held,3,1,henaz,antioxidant
hinata,held,3,1,herac,cultivate
hinata,held,3,1,herad,hard (vs. soft)
hinata,held,3,1,hilas,elapse
hinata,held,3,1,hinaz,instead
hinata,held,3,1,hirac,planet earth
hinika,strained,3,1,henix,inch (measurement)
hinika,strained,3,1,herix,brush
hinika,strained,3,1,hilek,partition
hinika,strained,3,1,hinex,initiate
hinima,strained,3,1,herim,argument (conversation)
hinina,strained,3,1,heniq,enlist
hinina,strained,3,1,hilen,alternate
hinipa,strained,3,1,helip,help
hinipa,strained,3,1,hineb,inhabit
hinita,strained,3,1,heliz,sober
hinita,strained,3,1,henid,endear
hinita,strained,3,1,herit,determine
hinita,strained,3,1,hilez,hertz
hinita,strained,3,1,hired,erode
hinuka,held,3,1,helug,allegory
hinuka,held,3,1,henoj,haunt
hinuka,held,3,1,henug,undergo
hinuka,held,3,1,herok,arc
hinuka,held,3,1,hinoj,hinge
hinuka,held,3,1,hirog,irrigate
hinuma,held,3,1,helom,almost
hinuma,held,3,1,henom,inform
hinuma,held,3,1,hirum,emergency
hinuna,held,3,1,helor,allow
hinuna,held,3,1,helun,hyena
hinuna,held,3,1,henor,xnor
hinuna,held,3,1,henul,endow
hinuna,held,3,1,henun,enhance
hinuna,held,3,1,herol,early
hinuna,held,3,1,heron,purse
hinuna,held,3,1,hilor,alter
hinuna,held,3,1,hilul,desecrate
hinuna,held,3,1,hinor,hinder
hinuna,held,3,1,hinul,inhale
hinuna,held,3,1,hinun,intern
hinuna,held,3,1,hirol,article
hinuna,held,3,1,hiron,wasp
hinupa,held,3,1,helob,insult
hinupa,held,3,1,henuv,invertebrate
hinupa,held,3,1,herub,harbor
hinupa,held,3,1,hiluf,replace
hinupa,held,3,1,hinup,interrupt
hinupa,held,3,1,hinuv,invoke
hinupa,held,3,1,hirov,sword
hinuta,held,3,1,henoc,anthracite
hinuta,held,3,1,henus,anus
hinuta,held,3,1,heros,horse
hinuta,held,3,1,hilot,elite
hinuta,held,3,1,hiluz,constrain
hinuta,held,3,1,hinot,hint
hinuta,held,3,1,hinus,invoice
hinuta,held,3,1,hiros,country
hinuta,held,3,1,hirut,hire
hipaka,held,3,1,hibax,bash
hipaka,held,3,1,hipak,impact
hipaka,held,3,1,hivak,evoke
hipana,held,3,1,hebar,mouse
hipana,held,3,1,hefar,afford
hipana,held,3,1,hepal,appeal
hipana,held,3,1,hepan,apply
hipana,held,3,1,heval,avalanche
hipana,held,3,1,hevan,evidence
hipana,held,3,1,hipal,impale
hipana,held,3,1,hipan,hip
hipata,held,3,1,hebat,appetite
hipata,held,3,1,hevas,obvious
hipata,held,3,1,hibad,abide
hipata,held,3,1,hipaz,hypnotize
hipika,strained,3,1,hifek,heave
hipina,strained,3,1,hebin,hippie
hipina,strained,3,1,heviq,evening
hipina,strained,3,1,hiben,abstain
hipipa,strained,3,1,hefip,offspring
hipipa,strained,3,1,hibep,group
hipita,strained,3,1,hebis,ape
hipita,strained,3,1,hefis,affix
hipita,strained,3,1,hepit,inhibit
hipita,strained,3,1,hevit,hive
hipita,strained,3,1,hibes,absence
hipita,strained,3,1,hifes,interface
hipita,strained,3,1,hived,slave
hipuka,held,3,1,hefok,forfeit
hipuka,held,3,1,hevuk,havoc
hipuka,held,3,1,hibok,hug
hipuka,held,3,1,hivox,rustle
hipuna,held,3,1,hebol,sabotage
hipuna,held,3,1,hebur,obstruct
hipuna,held,3,1,hefol,affiliate
hipuna,held,3,1,hefur,effort
hipuna,held,3,1,hepor,operate
hipuna,held,3,1,hepul,helpless
hipuna,held,3,1,hevor,behavior
hipuna,held,3,1,hevun,hang on
hipuna,held,3,1,hifur,infer
hipuna,held,3,1,hipul,impel
hipupa,held,3,1,hibub,x-axis
hiputa,held,3,1,heboz,adsorb
hiputa,held,3,1,hepod,expedite
hiputa,held,3,1,hevuz,aves (birds)
hiputa,held,3,1,hifoz,effusion
hitaka,held,3,1,hedag,induct
hitaka,held,3,1,hetaj,agency
hitama,held,3,1,hetam,yawn
hitama,held,3,1,hitam,etch
hitana,held,3,1,hecar,ethereal
hitana,held,3,1,hedal,agile
hitana,held,3,1,hedan,convince
hitana,held,3,1,hetaq,hate
hitana,held,3,1,hetar,attract
hitana,held,3,1,hezar,execrate
hitana,held,3,1,hiCal,whip
hitana,held,3,1,hicar,aether
hitana,held,3,1,hidal,headline
hitana,held,3,1,hidan,hidden
hitana,held,3,1,hitaq,hitch
hitana,held,3,1,hitar,recover
hitana,held,3,1,hizar,hysterical
hitapa,held,3,1,hedav,advance
hitapa,held,3,1,hidap,explode
hitapa,held,3,1,hisap,convect
hitata,held,3,1,hedas,displacement of water by submerged body
hitata,held,3,1,hetad,disturb
hitata,held,3,1,hezat,ignite
hitata,held,3,1,hidas,iridescence
hitata,held,3,1,hitac,hesitate
hitika,strained,3,1,hedij,polyhedron
hitika,strained,3,1,hidej,age
hitika,strained,3,1,hitek,thrust
hitima,strained,3,1,hesim,escalate
hitima,strained,3,1,hidem,intimate
hitina,strained,3,1,hediq,aid
hitina,strained,3,1,hezin,hasten
hitina,strained,3,1,hiten,intend
hitina,strained,3,1,hizen,neglect
hitipa,strained,3,1,hetif,atmosphere
hitipa,strained,3,1,hetip,eddy
hitipa,strained,3,1,hezif,sprinkle
hitipa,strained,3,1,hitef,spasm
hitipa,strained,3,1,hizep,escape
hitita,strained,3,1,hecis,insist
hitita,strained,3,1,hetiz,parade
hitita,strained,3,1,heziz,every
hitita,strained,3,1,hidet,imitate
hitita,strained,3,1,hiset,impersonate
hitita,strained,3,1,hitez,hay
hituka,held,3,1,hetok,ingratiate
hituka,held,3,1,hetux,itch
hituka,held,3,1,hiduk,bisect
hituka,held,3,1,hizok,exact
hituma,held,3,1,hitum,climax
hituna,held,3,1,hedor,hadron
hituna,held,3,1,hedul,indulge
hituna,held,3,1,hesor,hang out
hituna,held,3,1,hesun,hail (snow)
hituna,held,3,1,hetol,until
hituna,held,3,1,hetur,moonlighting
hituna,held,3,1,hiCor,either
hituna,held,3,1,hidor,adjourn
hituna,held,3,1,hisor,escort
hituna,held,3,1,hisul,eliminate
hituna,held,3,1,hitur,intrude
hituna,held,3,1,hizon,equilibrium
hitupa,held,3,1,hetov,outline
hitupa,held,3,1,hetub,bus
hituta,held,3,1,hedot,idiot
hituta,held,3,1,heduz,induce
hituta,held,3,1,hesot,thirst
hituta,held,3,1,hetos,entice
hituta,held,3,1,hezud,exude
hituta,held,3,1,hidod,indict
hituta,held,3,1,hiduz,design
hituta,held,3,1,hitut,entitle
hukana,held,3,1,hogar,fee
hukana,held,3,1,hokal,resolution
hukana,held,3,1,hokan,expound
hukana,held,3,1,hoxal,humiliation
hukana,held,3,1,hugal,ogle
hukana,held,3,1,hukar,awkward
hukapa,held,3,1,hokap,occupy
hukapa,held,3,1,hoxap,influence
hukapa,held,3,1,hugap,expel
hukata,held,3,1,hogad,honk
hukata,held,3,1,hukat,aunt/uncle
hukika,held,3,1,hukix,esteem
hukima,held,3,1,hokem,acclaim
hukina,held,3,1,huken,acknowledge
hukipa,held,3,1,hogep,expect
hukipa,held,3,1,hogev,engrave
hukipa,held,3,1,hokiv,activity
hukipa,held,3,1,hukib,eclipse
hukita,held,3,1,hoges,eccentric
hukita,held,3,1,hogit,impose
hukita,held,3,1,hokeC,determinant (math)
hukita,held,3,1,hoket,accurate
hukita,held,3,1,hokis,hoax
hukita,held,3,1,hoxet,transplant
hukita,held,3,1,huget,await
hukita,held,3,1,hugis,exceed
hukuka,strained,3,1,hogok,okay
hukuka,strained,3,1,hokuk,length
hukuka,strained,3,1,hoxuk,fetch
hukuna,strained,3,1,hogol,engulf
hukuna,strained,3,1,hogur,hoard
hukuna,strained,3,1,hokor,occur
hukuna,strained,3,1,hokul,occlude
hukuna,strained,3,1,hokun,accrue
hukuna,strained,3,1,hugor,encroach
hukuna,strained,3,1,hukol,enclose
hukuta,strained,3,1,hokod,accord
hukuta,strained,3,1,hokus,blubber
hukuta,strained,3,1,hukos,accelerate
humaka,held,3,1,homaj,ingest
humaka,held,3,1,humag,emigrate
humana,held,3,1,homar,embark
humana,held,3,1,humal,humiliate
humana,held,3,1,human,hump
humata,held,3,1,homat,hunt
humata,held,3,1,humas,instruct
humika,held,3,1,homix,impeach
humika,held,3,1,humik,pelt
humina,held,3,1,homen,empower
humina,held,3,1,humin,imprint
humipa,held,3,1,homib,ambiance
humipa,held,3,1,humeb,ambulance
humipa,held,3,1,humif,inflict
humita,held,3,1,humiz,recommend
humuma,strained,3,1,homum,urge
humuna,strained,3,1,homol,embezzle
humuna,strained,3,1,homon,eminence
humupa,strained,3,1,homop,employ
humupa,strained,3,1,homov,anniversary
humuta,strained,3,1,homos,ferret
humuta,strained,3,1,homud,amplitude
humuta,strained,3,1,humot,amputate
hunaka,held,3,1,horax,oh
hunaka,held,3,1,hunax,serene
hunaka,held,3,1,hurag,organic
hunama,held,3,1,horam,hermit
hunama,held,3,1,hunam,frantic
hunana,held,3,1,holan,hull
hunana,held,3,1,honal,enlighten
hunana,held,3,1,honan,bleak
hunana,held,3,1,hunar,inquire
hunana,held,3,1,hural,articulate
hunana,held,3,1,huran,errand
hunapa,held,3,1,holap,span
hunapa,held,3,1,honav,endeavor
hunapa,held,3,1,huraf,orphan
hunata,held,3,1,holaz,latter
hunata,held,3,1,honas,onus
hunata,held,3,1,horat,till
hunata,held,3,1,hulat,hail (acclaim)
hunata,held,3,1,hunat,owe
hunata,held,3,1,huraz,heuristic
hunika,held,3,1,holeg,dial
hunika,held,3,1,holij,algae
hunika,held,3,1,honej,enrage
hunika,held,3,1,honig,sea urchin
hunika,held,3,1,horej,orgy
hunika,held,3,1,horik,hierarchy
hunika,held,3,1,hulex,allegation
hunika,held,3,1,hulik,elk
hunika,held,3,1,huneg,antiquate
hunika,held,3,1,hunij,injure
hunika,held,3,1,hurek,arcade
hunika,held,3,1,hurij,arrange
hunima,held,3,1,horem,honor
hunina,held,3,1,holen,highway
hunina,held,3,1,holiq,howl
hunina,held,3,1,honeq,hoe
hunina,held,3,1,honin,intervene
hunina,held,3,1,horin,hurry
hunina,held,3,1,hunen,endanger
hunina,held,3,1,huren,ordain
hunipa,held,3,1,honif,infringe
hunipa,held,3,1,horeb,orb
hunipa,held,3,1,huliv,staple (action)
hunipa,held,3,1,hunev,hold off
hunipa,held,3,1,hurev,whale
hunita,held,3,1,holes,last (staying)
hunita,held,3,1,holic,health
hunita,held,3,1,honet,swindle
hunita,held,3,1,honiz,instill
hunita,held,3,1,horiz,tyrant
hunita,held,3,1,hunes,annex
hunita,held,3,1,hures,heresy
hunita,held,3,1,hurid,holy
hunuka,strained,3,1,holuk,hunger
hunuka,strained,3,1,honox,enshrine
hunuka,strained,3,1,honuk,harpoon
hununa,strained,3,1,holor,award
hununa,strained,3,1,honor,enroll
hununa,strained,3,1,honul,ensue
hununa,strained,3,1,honun,engineer
hununa,strained,3,1,horol,hurl
hununa,strained,3,1,horon,horn (animal)
hununa,strained,3,1,hunol,wedding
hununa,strained,3,1,hunon,hence
hununa,strained,3,1,huror,hood (cover)
hunupa,strained,3,1,holuv,elbow
hunupa,strained,3,1,honuf,infuse
hunupa,strained,3,1,horof,horrify
hunupa,strained,3,1,horop,heart (body)
hunupa,strained,3,1,hulov,hallow
hunupa,strained,3,1,hunof,enforce
hunuta,strained,3,1,holod,h sound
hunuta,strained,3,1,honod,ounce
hunuta,strained,3,1,horoz,ravine
hunuta,strained,3,1,horud,ahead
hunuta,strained,3,1,hurot,heir
hupaka,held,3,1,hobaj,oblige
hupaka,held,3,1,hubak,abduct
hupana,held,3,1,hobar,abridge
hupana,held,3,1,hofar,exempt
hupana,held,3,1,hopal,opal
hupana,held,3,1,hopan,opine
hupana,held,3,1,hovan,debt
hupana,held,3,1,huban,obtain
hupana,held,3,1,hupar,upright
hupata,held,3,1,hofat,offset
hupata,held,3,1,hopas,upset
hupika,held,3,1,hobek,oblique
hupika,held,3,1,hopik,perky
hupika,held,3,1,hovik,walrus
hupika,held,3,1,hufik,derive
hupika,held,3,1,hupek,optics
hupika,held,3,1,huvek,diagnose
hupina,held,3,1,hoben,obey
hupina,held,3,1,hopin,apprehend
hupina,held,3,1,hovin,distinguish
hupipa,held,3,1,hufeb,alphabet
hupipa,held,3,1,hufif,congruence (geometry)
hupita,held,3,1,hobid,hybrid
hupita,held,3,1,hopiz,appraise
hupita,held,3,1,hovis,oversee
hupita,held,3,1,hupes,oppress
hupita,held,3,1,huvid,avid
hupuna,strained,3,1,hofol,afflict
hupuna,strained,3,1,hopor,approach
hupuna,strained,3,1,hovor,overturn
hupuna,strained,3,1,hovun,hold on
hupuna,strained,3,1,hubor,abort
hupuna,strained,3,1,hufor,hoof
hupupa,strained,3,1,hopup,hope
hupupa,strained,3,1,hubob,hub
huputa,strained,3,1,hobut,obtuse
huputa,strained,3,1,hopot,heed
huputa,strained,3,1,hovoc,overthrow
huputa,strained,3,1,hovot,ensure
huputa,strained,3,1,hovus,overcast
huputa,strained,3,1,hupoz,oppose
hutaka,held,3,1,hodak,ode
hutaka,held,3,1,hosak,ayahuasca
hutaka,held,3,1,hotax,auroch
hutaka,held,3,1,hudaj,propel
hutaka,held,3,1,hutag,challenge
hutama,held,3,1,husam,assemble
hutana,held,3,1,hocar,oath
hutana,held,3,1,hodan,huge amount
hutana,held,3,1,hosal,tent
hutana,held,3,1,hosan,host
hutana,held,3,1,hotar,hoist
hutana,held,3,1,hozar,hose
hutana,held,3,1,hudar,odor
hutana,held,3,1,husar,film (video)
hutana,held,3,1,hutal,sloth
hutana,held,3,1,huzan,husband
hutata,held,3,1,hodaz,justify
hutata,held,3,1,hotat,scallop
hutata,held,3,1,hudad,head
hutata,held,3,1,husad,aside
hutata,held,3,1,hutaz,cool (action)
hutika,held,3,1,hocek,oust
hutika,held,3,1,hodex,orchard
hutika,held,3,1,hoteg,antique
hutika,held,3,1,hozek,inject
hutika,held,3,1,hudix,train (car)
hutika,held,3,1,hutex,accustom
hutika,held,3,1,hutik,transfer
hutima,held,3,1,husim,exclaim
hutina,held,3,1,hodin,adjoin
hutipa,held,3,1,hodip,enterprise
hutipa,held,3,1,hosip,suffice
hutipa,held,3,1,hotib,dip
hutipa,held,3,1,hudep,adept
hutipa,held,3,1,husep,aspirate
hutipa,held,3,1,hutiv,achieve
hutita,held,3,1,hoded,not hidden
hutita,held,3,1,hodis,address
hutita,held,3,1,hosed,ascend
hutita,held,3,1,hotes,attest
hutita,held,3,1,hozid,resolve
hutita,held,3,1,hudez,peek
hutita,held,3,1,hudit,audit
hutita,held,3,1,husit,osteichthyes
hutuka,strained,3,1,hodoj,vowel u sound
hutuka,strained,3,1,hudok,seam
hutuka,strained,3,1,husok,husk
hutuma,strained,3,1,hutom,hut
hutuna,strained,3,1,hodor,hydrate
hutuna,strained,3,1,hodun,huge
hutuna,strained,3,1,hosor,asteroid
hutuna,strained,3,1,hotur,oat
hutuna,strained,3,1,hutor,act
hutupa,strained,3,1,hosob,iceberg
hutupa,strained,3,1,hotop,at
hututa,strained,3,1,hodus,hat
hututa,strained,3,1,hotoz,lecture
hututa,strained,3,1,hotud,hide
hututa,strained,3,1,hozut,ease
hututa,strained,3,1,hutot,hoot
kakana,strained,3,1,gagal,ad
kakana,strained,3,1,kagal,quell
kakana,strained,3,1,kagan,cognate
kakana,strained,3,1,kajan,occasion
kakana,strained,3,1,xakar,wheel
kakana,strained,3,1,yakar,darling
kakapa,strained,3,1,kagaf,flip-flop
kakapa,strained,3,1,kakab,maple (tree)
kakata,strained,3,1,gayat,gate
kakata,strained,3,1,yakat,infancy
kakata,strained,3,1,yaxat,sustain
kakima,held,3,1,xakim,rehabilitate
kakina,held,3,1,kagin,cognition
kakina,held,3,1,kaxiq,cash
kakina,held,3,1,xagin,shag
kakipa,held,3,1,yajiv,session
kakipa,held,3,1,yaxev,sit
kakita,held,3,1,jakit,jacket
kakita,held,3,1,kagis,congress
kakita,held,3,1,kakid,cascade
kakita,held,3,1,kaxid,suspicion
kakita,held,3,1,xakez,restore
kakita,held,3,1,yaxes,worthy
kakuna,held,3,1,gagor,gag
kakuna,held,3,1,gakol,gunk
kakuna,held,3,1,gakur,gawk
kakuna,held,3,1,kagor,cockroach
kakuna,held,3,1,kajul,cashew
kakuna,held,3,1,kakol,cackle
kakuna,held,3,1,kakur,basin
kakuna,held,3,1,kaxon,quash
kakuna,held,3,1,kayur,culture
kakuna,held,3,1,xagor,envoy
kakuta,held,3,1,jakoz,juxtapose
kakuta,held,3,1,kagot,congregate
kakuta,held,3,1,kakos,cactus
kakuta,held,3,1,kaxut,decorate
kakuta,held,3,1,xagot,shrug
kamaka,held,3,1,kamak,goose
kamaka,held,3,1,xamak,shim
kamana,held,3,1,gamal,camel
kamana,held,3,1,kamal,compile
kamana,held,3,1,kaman,combine
kamana,held,3,1,xaman,shaman
kamapa,held,3,1,gamap,compliment
kamapa,held,3,1,kamav,convulsant
kamata,held,3,1,kamas,thief
kamika,held,3,1,yamik,vowel large I sound
kamina,held,3,1,kameq,comma
kamina,held,3,1,kamin,comedy
kamipa,held,3,1,kamif,configure
kamipa,held,3,1,kamip,camp
kamipa,held,3,1,xamip,shrimp (fish)
kamita,held,3,1,kamed,commandeer
kamita,held,3,1,kamiz,oxygen
kamuka,held,3,1,kamox,commission
kamuna,held,3,1,gamor,gum
kamuna,held,3,1,kamor,gamble
kamuna,held,3,1,kamul,comply
kamuna,held,3,1,kamun,common
kamupa,held,3,1,kamob,combat
kamupa,held,3,1,kamuf,camouflage
kamupa,held,3,1,xamob,shamble
kamuta,held,3,1,kamuz,comprise
kanaka,held,3,1,galax,glacier
kanaka,held,3,1,kalaj,college
kanaka,held,3,1,kanax,crunch
kanaka,held,3,1,karak,query
kanaka,held,3,1,xarak,society
kanaka,held,3,1,yanax,despair
kanama,held,3,1,kalam,clamp
kanama,held,3,1,kanam,condemn
kanama,held,3,1,xalam,lily
kanana,held,3,1,galar,glad
kanana,held,3,1,ganar,confront
kanana,held,3,1,garal,foot
kanana,held,3,1,garan,grand
kanana,held,3,1,janar,degenerate
kanana,held,3,1,kalaq,oven
kanana,held,3,1,kalar,clear
kanana,held,3,1,kanar,con
kanana,held,3,1,karal,kernel
kanana,held,3,1,karan,car
kanana,held,3,1,xalaq,jot
kanana,held,3,1,xalar,villain
kanana,held,3,1,xanaq,hearty
kanana,held,3,1,yanaq,nutritious
kanana,held,3,1,yaral,linger
kanana,held,3,1,yaran,y sound
kanapa,held,3,1,garap,issue
kanapa,held,3,1,garav,graviton
kanapa,held,3,1,kalab,collaborate
kanapa,held,3,1,karaf,comfort
kanata,held,3,1,galad,lay
kanata,held,3,1,ganad,condescend
kanata,held,3,1,garas,gregarious
kanata,held,3,1,karaz,annoint
kanata,held,3,1,xaraz,opposite (anti)
kanata,held,3,1,yanat,unite
kanika,held,3,1,ganix,piano
kanika,held,3,1,garix,garnish
kanika,held,3,1,kalex,clash
kanika,held,3,1,kanek,concoct
kanika,held,3,1,yalik,amateur
kanika,held,3,1,yarek,thigh
kanima,held,3,1,galem,embody
kanima,held,3,1,jalem,jelly
kanima,held,3,1,kalem,claim
kanima,held,3,1,kanim,quantity/quanta
kanima,held,3,1,karim,christen
kanina,held,3,1,galeq,loud
kanina,held,3,1,galin,glance
kanina,held,3,1,ganen,reckon
kanina,held,3,1,garen,granite
kanina,held,3,1,gariq,grizzly
kanina,held,3,1,kalin,colony
kanina,held,3,1,kanen,canyon
kanina,held,3,1,kaniq,cunning
kanina,held,3,1,karen,carry
kanina,held,3,1,kariq,cranky
kanina,held,3,1,xaleq,schläfli
kanina,held,3,1,yalin,stern
kanina,held,3,1,yaren,yarn
kanipa,held,3,1,ganef,confident
kanipa,held,3,1,ganep,industry
kanipa,held,3,1,garef,graft
kanipa,held,3,1,garib,grab
kanipa,held,3,1,kalip,danish a vowel sound
kanipa,held,3,1,kanev,convey
kanipa,held,3,1,karep,keep
kanipa,held,3,1,karev,crave
kanipa,held,3,1,xaliv,inspire
kanipa,held,3,1,xarep,x sound
kanipa,held,3,1,yarev,opponent
kanita,held,3,1,galec,gallery
kanita,held,3,1,galet,recite
kanita,held,3,1,galiz,glaze
kanita,held,3,1,ganit,-gon (polygon)
kanita,held,3,1,garez,lubricate
kanita,held,3,1,kaled,collide
kanita,held,3,1,kalis,clasp
kanita,held,3,1,kanes,consist
kanita,held,3,1,kanid,command
kanita,held,3,1,kares,caress
kanita,held,3,1,karit,crown
kanita,held,3,1,yarid,yard (measurement)
kanuka,held,3,1,galok,lick
kanuka,held,3,1,garuk,quark
kanuka,held,3,1,kalog,clock
kanuka,held,3,1,kalux,dominate
kanuka,held,3,1,kanog,concrete (abstract)
kanuka,held,3,1,kanuj,conjure
kanuka,held,3,1,karoj,cartilage
kanuka,held,3,1,karug,node
kanuma,held,3,1,galum,glamorous
kanuma,held,3,1,garom,cost
kanuma,held,3,1,kalum,cue
kanuma,held,3,1,kanum,conform
kanuma,held,3,1,karom,heal
kanuma,held,3,1,xalum,welfare
kanuma,held,3,1,xarom,10^21
kanuna,held,3,1,galol,superb
kanuna,held,3,1,galon,glide
kanuna,held,3,1,galur,glass
kanuna,held,3,1,ganol,gown
kanuna,held,3,1,ganon,champion
kanuna,held,3,1,ganur,gargle
kanuna,held,3,1,garoq,broadcast
kanuna,held,3,1,garor,delusion
kanuna,held,3,1,garul,garble
kanuna,held,3,1,garun,deficit
kanuna,held,3,1,kalol,scour
kanuna,held,3,1,kalon,kaon
kanuna,held,3,1,kalur,cower
kanuna,held,3,1,kanol,console
kanuna,held,3,1,kanon,condone
kanuna,held,3,1,kanuq,baggy
kanuna,held,3,1,kanur,concur
kanuna,held,3,1,karoq,ring (sound)
kanuna,held,3,1,karor,career
kanuna,held,3,1,karul,crawl
kanuna,held,3,1,karun,cabbage
kanuna,held,3,1,yalol,turquoise
kanuna,held,3,1,yanon,inundate
kanuna,held,3,1,yanuq,application
kanupa,held,3,1,galof,gulf
kanupa,held,3,1,galub,glob
kanupa,held,3,1,ganov,steal
kanupa,held,3,1,jalof,j sound
kanupa,held,3,1,kalov,kelvin
kanupa,held,3,1,kanof,confer
kanupa,held,3,1,karob,unobstruct
kanupa,held,3,1,karuv,curve
kanupa,held,3,1,xalov,phase
kanupa,held,3,1,xarob,wine
kanupa,held,3,1,yanof,owl
kanuta,held,3,1,ganos,gneiss
kanuta,held,3,1,garod,g sound
kanuta,held,3,1,garuz,again (re-)
kanuta,held,3,1,kalos,meticulous
kanuta,held,3,1,kalut,collude
kanuta,held,3,1,kanoz,fancy
kanuta,held,3,1,kanut,connotation
kanuta,held,3,1,karoc,karma
kanuta,held,3,1,karus,cross
kanuta,held,3,1,xalut,mission
kanuta,held,3,1,xanut,ancient
kanuta,held,3,1,yanoz,severe
kapaka,held,3,1,kafak,dust
kapaka,held,3,1,kapax,caption
kapana,held,3,1,gabal,knead
kapana,held,3,1,gafan,guava
kapana,held,3,1,gapar,scold
kapana,held,3,1,jafal,swathe
kapana,held,3,1,japar,legging
kapana,held,3,1,kapar,copyright
kapana,held,3,1,xapar,shop
kapana,held,3,1,yaban,strain (force)
kapapa,held,3,1,gafap,goof
kapata,held,3,1,kabas,capsize
kapata,held,3,1,kafas,celery
kapata,held,3,1,kavad,honor/respect
kapata,held,3,1,xafas,fame
kapima,held,3,1,kafem,however
kapina,held,3,1,kabin,cabinet
kapina,held,3,1,kapen,captain
kapina,held,3,1,xafeq,counterpart
kapina,held,3,1,yabeq,import
kapipa,held,3,1,gabeb,guide
kapipa,held,3,1,gavib,groove
kapipa,held,3,1,kafif,subordinate
kapita,held,3,1,kabet,evil
kapita,held,3,1,kabiz,crop (cut)
kapita,held,3,1,kafed,confide
kapita,held,3,1,kafiz,coil
kapita,held,3,1,kapes,compass
kapita,held,3,1,kapit,compete
kapita,held,3,1,kavit,caveat
kapita,held,3,1,xabec,cling
kapita,held,3,1,xabet,rest
kapita,held,3,1,xabiz,assign
kapita,held,3,1,xapit,renovate
kapita,held,3,1,yapic,yelp
kapita,held,3,1,yapid,destination
kapuka,held,3,1,kabox,conquer
kapuka,held,3,1,kapok,cap
kapuka,held,3,1,kapuj,capture
kapuka,held,3,1,kavok,wolverine
kapuna,held,3,1,gaboq,gob
kapuna,held,3,1,gabor,gabbro
kapuna,held,3,1,gabul,gobble
kapuna,held,3,1,gapol,grapple
kapuna,held,3,1,gavol,grovel
kapuna,held,3,1,jabor,math
kapuna,held,3,1,kabor,calibrate
kapuna,held,3,1,kabul,cobble
kapuna,held,3,1,kafor,close oneself off
kapuna,held,3,1,kapol,encapsulate
kapuna,held,3,1,kapur,concave
kapuna,held,3,1,kavon,cavern
kapuna,held,3,1,xafun,fix
kapuna,held,3,1,xapur,shepherd
kapuna,held,3,1,xavol,shovel
kapuna,held,3,1,yaful,cope
kapupa,held,3,1,kafuf,extenuate
kapupa,held,3,1,xavov,flash
kaputa,held,3,1,kaboC,crop (food)
kaputa,held,3,1,kapoz,compose
kaputa,held,3,1,kapuc,keep up with
kataka,held,3,1,gadax,german i vowel sound
kataka,held,3,1,katak,diacritic
kataka,held,3,1,yadaj,nocturnal
katama,held,3,1,kasam,custom
katama,held,3,1,yaCam,kneel
katana,held,3,1,gaCar,affect
katana,held,3,1,gadar,fence
katana,held,3,1,gasar,gas
katana,held,3,1,gazal,worse
katana,held,3,1,kaCar,coward
katana,held,3,1,kadar,ooze
katana,held,3,1,kasar,return at regular intervals
katana,held,3,1,katal,cuddle
katana,held,3,1,katan,carton
katana,held,3,1,kazal,casualty
katana,held,3,1,xadar,shed
katana,held,3,1,xasaq,twiddle
katana,held,3,1,yadar,obsolete
katana,held,3,1,yasar,arrogant
katapa,held,3,1,gasab,grasshopper
katapa,held,3,1,kataf,shoulder
katata,held,3,1,kadat,succumb
katata,held,3,1,kasat,allot
katata,held,3,1,kataz,butcher
katata,held,3,1,kazaz,cause
katata,held,3,1,xadat,or
katata,held,3,1,yasad,founding
katata,held,3,1,yataz,represent
